text,start,stop
"gab es bei Demos
in den letzten Tagen.",00:02:33.200,00:02:35.760
Medien berichteten:,00:02:35.880,00:02:37.320
"Verpiss dich mit der Scheißkamera,
du Fotze!",00:02:37.400,00:02:40.360
"* Ein 23-Jähriger
aus der rechtsextremen Szene",00:02:40.560,00:02:43.880
"schlug einem WDR-Reporter
die Videokamera aus der Hand. *",00:02:43.960,00:02:47.840
"* Die flog seinem Kollegen an
den Kopf und verletzte ihn leicht. *",00:02:47.920,00:02:52.360
"* Bei einem Protest
gegen die Corona-Beschränkungen",00:02:52.440,00:02:56.120
"ist ein Kamerateam der ARD
angegriffen worden. *",00:02:56.160,00:02:59.360
"* Am Rande einer ""Hygiene-Demo""",00:02:59.440,00:03:02.080
"wurde ein ZDF-Kamerateam
krankenhausreif geschlagen. *",00:03:02.160,00:03:06.640
"Ein Angriff
von ungekannter Brutalität.",00:03:08.400,00:03:11.280
"Die Staatsanwaltschaft vermutet
die Täter in der linken Szene.",00:03:11.360,00:03:15.920
Das Motiv: unklar.,00:03:16.000,00:03:17.920
"Die Uni Bielefeld hat Anfang Mai
eine Studie dazu veröffentlicht.",00:03:18.240,00:03:23.200
"322 Journalisten
wurden anonym online befragt.",00:03:25.600,00:03:28.920
"Auch Lutz Kinkel klärt über Gewalt
gegen Journalisten auf und meint,",00:03:42.840,00:03:47.560
"von der neuen Protestbewegung
gehe eine neue Gefahr aus.",00:03:47.600,00:03:52.240
"Im Moment marschieren hier
eine Menge Verschwörungstheoretiker.",00:03:52.760,00:03:57.040
"Die glauben tatsächlich, z.B.
Bill Gates hätte den Virus erfunden,",00:03:57.160,00:04:01.800
damit er Impfstoffe verkaufen kann.,00:04:03.400,00:04:06.120
"Oder er wolle Chips unter die Haut
implantieren und dergleichen Unsinn.",00:04:06.200,00:04:10.920
"Diese Verschwörungstheoretiker
haben einen Feind: Journalisten.",00:04:11.040,00:04:15.320
"Sie glauben, die Journalisten
unterdrücken diese Wahrheit.",00:04:15.400,00:04:19.240
"Wenn man Journalisten
als Feindbild postuliert,",00:04:19.320,00:04:22.440
"senkt man die Hemmschwelle
zur Gewalt.",00:04:22.520,00:04:25.080
"Wir besuchen
eine weitere Demonstration,",00:04:25.960,00:04:28.760
rund um den Alexanderplatz.,00:04:28.840,00:04:31.200
Die Stimmung ist aufgeheizt.,00:04:33.640,00:04:35.960
"Wir sind das Volk,
wir alle sind das Volk!",00:04:36.680,00:04:43.160
"Hippies mit Dreadlocks neben Typen,
die aussehen wie Hooligans.",00:04:44.080,00:04:48.520
Das Publikum: schwer einzuordnen.,00:04:49.160,00:04:51.640
♪ Einigkeit und Recht und Freiheit ♪,00:04:53.280,00:04:56.280
Manches erinnert an eine Saufparty.,00:04:56.800,00:04:59.720
"Plötzlich kommt es zum Handgemenge -
warum, konnten wir nicht sehen.",00:05:02.280,00:05:07.000
Die Polizisten holen Verstärkung.,00:05:07.080,00:05:09.640
"Manche Demoteilnehmer scheinen
die Konfrontation bewusst zu suchen.",00:05:10.120,00:05:14.920
"Was ist nur los hier?
Was steht ihr da rum, Mann?!",00:05:15.440,00:05:19.040
"Für die Journalisten
ist die Lage kaum zu überblicken.",00:05:19.800,00:05:23.800
"Wir halten Abstand und sind froh
über unseren Personenschützer.",00:05:26.040,00:05:30.600
"Auch andere Teams
haben Security mitgebracht.",00:05:33.080,00:05:36.840
"Das ist auch eine Konsequenz
aus den Angriffen der letzten Tage.",00:05:36.920,00:05:41.960
"Ich bin die Redakteurin im Team
und habe die Verantwortung.",00:05:44.480,00:05:49.160
"Ich bin froh, dass ich
nicht alleine dafür sorgen muss,",00:05:49.280,00:05:53.160
"dass es uns dreien gut geht, sondern
dass ich zwei Fachmänner dabei habe.",00:05:53.240,00:05:58.120
Fehlende Sicherheit -,00:05:59.360,00:06:00.920
"für den Journalismus
hat das Konsequenzen:",00:06:01.000,00:06:04.040
"Es gibt Journalisten,
die sich inzwischen weigern.",00:06:18.760,00:06:22.240
Und das ist verständlich.,00:06:22.320,00:06:24.160
"Sie sagen: ""Ich setze mich
dieser Aggressivität nicht aus,",00:06:24.240,00:06:28.440
"ich muss auch meine Familie
in Schutz nehmen"".",00:06:28.520,00:06:31.640
"Das alles kann dazu führen,
dass die Berichterstattung",00:06:31.720,00:06:35.240
"über Demonstrationen abnimmt,
und dann haben wir blinde Flecken.",00:06:35.360,00:06:39.280
"Und das entspricht einer
Einschränkung der Pressefreiheit.",00:06:39.360,00:06:43.160
"Vor allem freien Journalisten bleibt
oft nur die persönliche Abwägung:",00:06:43.280,00:06:47.880
"""Setze ich mich dem Risiko aus?""",00:06:48.000,00:06:50.280
"Einige Demonstranten fühlen sich am
Samstag provoziert und filmen zurück.",00:06:50.360,00:06:55.240
"Heute keine Anfeindungen -
nur ein paar böse Blicke.",00:06:55.320,00:06:59.240
"Aber klar ist:
Wir sind allenfalls geduldet.",00:07:01.160,00:07:04.560
"Es gibt Kollegen, die sagen:",00:07:05.840,00:07:08.400
"""Willst du dahin?",00:07:08.480,00:07:10.320
"Ist es nicht provokant,",00:07:10.400,00:07:12.160
"als Journalist
zu solchen Demos zu gehen?",00:07:12.280,00:07:15.200
"Nach allem, was in den letzten Tagen
passiert ist?""",00:07:15.320,00:07:18.720
"Aber gerade jetzt, wenn es sich
auch gegen die Presse richtet,",00:07:18.800,00:07:22.960
"muss man dahin gehen,
weiter darüber berichten.",00:07:23.040,00:07:26.240
"Da darf man nicht einknicken
und sich nicht einschüchtern lassen.",00:07:26.320,00:07:30.720
"Sich nicht einschüchtern lassen
und sich schützen.",00:07:31.320,00:07:35.120
"Das wird in diesen Tagen
für Journalisten zur Gratwanderung.",00:07:35.240,00:07:39.320
"Aufgerufen zu den Protesten hatte
der Vegan-Koch Attila Hildmann.",00:07:41.760,00:07:47.280
"Der hat für Durchgezappt
viele Steilvorlagen geliefert.",00:07:47.360,00:07:51.080
"Timo Robben
konnte aus dem Vollen schöpfen.",00:07:51.160,00:07:54.080
Der Weltuntergang naht.,00:08:02.640,00:08:04.440
"Dunkle Mächte
wollen die Menschheit vernichten.",00:08:04.520,00:08:08.160
"Allen voran Bill Gates,
der Teufel persönlich.",00:08:09.840,00:08:13.200
"Und die Medien
hofieren ihn auch noch.",00:08:14.480,00:08:17.400
"Gott sei Dank gibt es die Männer,
die unsere Zivilisation",00:08:18.080,00:08:22.200
"auf dem Nachrichten-Schlachtfeld
verteidigen.",00:08:22.280,00:08:25.440
Zum Beispiel:,00:08:26.080,00:08:27.800
Attila Hildmann.,00:08:28.080,00:08:29.600
"Koch für Veganes, doch da hören
seine Kompetenzen lange nicht auf.",00:08:29.760,00:08:34.640
Wenigstens nach eigener Aussage:,00:08:35.720,00:08:38.240
Ich seh mich als Aufklärer.,00:08:38.880,00:08:40.960
"Habe Mut, dich deines
eigenen Verstandes zu benutzen.",00:08:41.080,00:08:44.760
Schaltet euern Gehirn ein ... an.,00:08:44.840,00:08:47.280
Yes!,00:08:47.520,00:08:48.840
"Er klärt uns jetzt auf,
statt über vegane Rezepte",00:08:48.920,00:08:52.240
"über Zwangsimpfungen
und den bösen Bill Gates.",00:08:52.320,00:08:55.800
"Wer das nicht glaubt,
ist noch nicht aufgewacht",00:08:55.880,00:08:59.320
"oder, um es mit Attilas
unvergleichlichen Worten zu sagen:",00:08:59.400,00:09:03.560
"Die ganzen Schafe,
die nur nachplappern, määh, määh.",00:09:05.280,00:09:09.240
"Tagesschau sagt so,
ich sag auch Tagesschau,",00:09:09.320,00:09:12.440
wie die Tagesschau sagt: Määh.,00:09:12.520,00:09:14.840
Määäähsserscharf - wie gewohnt.,00:09:14.920,00:09:17.600
"Einen Beweis
für die Bill-Gates-Verschwörung",00:09:17.720,00:09:20.800
"bleibt uns Attila schuldig, wie er
hier gekonnt auf den Punkt bringt:",00:09:20.880,00:09:25.920
"Wo kommen die Anhaltspunkte her,
dass das Elite-gesteuert ist?",00:09:26.600,00:09:30.880
Oder dass da Substanz dahinter ist?,00:09:30.960,00:09:33.520
"Gute Frage - so tief
bin ich nicht in dem Thema drin.",00:09:33.600,00:09:37.240
"Okay, cool.",00:09:37.880,00:09:39.440
Ganz ungeniert:,00:09:44.040,00:09:45.480
Influencer-Vollfick-Scheißtrottel!,00:09:45.560,00:09:48.800
Wir müssen reden über Oliver Pocher.,00:09:49.960,00:09:52.920
"Niveautechnisch
ja eher schwer zu unterbieten.",00:09:53.000,00:09:56.600
"Und selbst von hier aus
tritt er noch weiter nach unten.",00:09:56.760,00:10:01.040
"Seit Neuestem
schießt Pocher auf Influencerinnen.",00:10:01.760,00:10:05.320
"Zum Beispiel Kim Zarwell –
hier ganz harmlos:",00:10:05.400,00:10:08.720
"Für alle Neuen,
die dazugekommen sind,",00:10:09.360,00:10:12.120
"willkommen auf unserem Profil -
mit uns meine ich mich.",00:10:12.200,00:10:16.040
"Oder Anne Wünsche, auch ihr Account
glänzt mit eher arglosem Inhalt:",00:10:16.120,00:10:20.960
♪ I am losing it ♪,00:10:21.680,00:10:23.840
Typisches Instagram-Allerlei.,00:10:26.920,00:10:29.400
"Kann man drüber denken, was man will.",00:10:29.520,00:10:32.120
"Pocher schießt mit seiner Kritik
jedoch übers Ziel hinaus,",00:10:32.200,00:10:36.640
"wie dieser Insta-Account
eindrücklich zusammenfasst.",00:10:36.720,00:10:40.560
"Ich hab Zeit,
ich mach euch alle tot.",00:10:41.080,00:10:44.000
"Ernsthaft, ich kann nicht mehr, ey.",00:10:44.080,00:10:46.640
"Wenn's der Virus nicht macht,
mach ich's.",00:10:46.720,00:10:49.520
Was klappert da? Eine Kette.,00:10:49.600,00:10:52.040
Nimm die für was anderes.,00:10:53.280,00:10:55.440
"Du wirst dir wünschen,
das Video hätte es nie gegeben.",00:10:55.720,00:10:59.200
"RTL will auch noch eine Show
aus dem Müll machen - großartig.",00:10:59.240,00:11:03.600
"Nach unten treten können wir auch -
mithilfe der Antilopen Gang.",00:11:03.680,00:11:07.760
"Die haben es mit Harald Schmidt
auf den Punkt gebracht.",00:11:11.040,00:11:15.640
"Pocher, du bist eine ...",00:11:16.880,00:11:18.760
♪ Kleine miese Type,00:11:18.840,00:11:20.960
Kleine miese Type ♪,00:11:21.040,00:11:22.760
Oliver Pocher.,00:11:23.560,00:11:24.680
♪ Kleine miese Type ♪,00:11:24.760,00:11:26.360
"Erinnern Sie sich
an diese wundervollen Bilder?",00:11:29.520,00:11:33.240
"Ach, schön, Putin auf der Hochzeit
der österreichischen Außenministerin,",00:11:33.320,00:11:38.440
Karin Kneissl - samt Knicks.,00:11:38.520,00:11:40.720
"Inzwischen ist Kneissl nicht mehr
Außenministerin, sondern Kolumnistin.",00:11:42.120,00:11:47.520
"Und zwar folgerichtig
beim russischen Staatsmedium RT.",00:11:47.640,00:11:52.040
Dann hat sich der Knicks ja gelohnt.,00:11:52.520,00:11:55.400
"Erstes Thema ihrer Kolumne ist ein
Lobgesang auf den Verbrennungsmotor.",00:11:55.480,00:12:00.560
"Nun, das ist nicht verwunderlich.",00:12:01.560,00:12:04.480
"Schauen wir auf
die weitere Gästeliste der Hochzeit.",00:12:04.600,00:12:08.560
"Dieser junge Mann war damals auch da:
Mohammed Barkindo.",00:12:08.640,00:12:12.720
"Und das ist der Vertreter
der ölexportierenden Staaten.",00:12:13.200,00:12:17.360
"Na, wenn das mal
kein Fall ist für ...",00:12:17.480,00:12:20.400
Sie ahnen es schon:,00:12:21.640,00:12:23.080
"Unseren Koch für alle Fälle,
Attila Hildmann.",00:12:23.200,00:12:26.440
Schaltet euern Gehirn ein ... an.,00:12:26.800,00:12:29.320
Kennen Sie das noch?,00:12:34.040,00:12:35.960
"Das Testbild flimmerte im Fernseher,
wenn das Programm beendet war.",00:12:36.080,00:12:41.480
"Da gab's nichts mehr zu gucken -
Sendepause.",00:12:42.120,00:12:45.440
"Wegen Corona könnte das
jetzt so ähnlich passieren.",00:12:45.520,00:12:49.480
"Corona hat auch
das TV-Programm infiziert.",00:12:50.080,00:12:53.200
"Fußball-EM und Olympia
sind verschoben.",00:12:53.280,00:12:56.080
"In der ARD müssen daher 220 Stunden
Programm aufgefüllt werden.",00:12:56.160,00:13:01.000
"Bei Spielfilmen und Serien herrscht
an den meisten Sets Stillstand.",00:13:01.080,00:13:06.120
"Die ersten fangen
unter Auflagen wieder an.",00:13:06.200,00:13:09.400
"In Lüneburg haben die Dreharbeiten
für die ARD-Soap Rote Rosen",00:13:09.480,00:13:13.840
wieder begonnen - mit Abstandhalten.,00:13:13.960,00:13:16.800
"Wie gehen Herz, Schmerz
und Corona zusammen?",00:13:17.120,00:13:20.560
Gudrun Kirfel.,00:13:20.640,00:13:22.120
Das geht gar nicht mehr.,00:13:24.080,00:13:26.160
"Auch das
ist in Corona-Zeiten unmöglich.",00:13:27.040,00:13:30.200
Nicht mal das geht im Moment.,00:13:32.640,00:13:35.120
"Sechs Wochen ruhten die Dreharbeiten
bei den Roten Rosen.",00:13:37.600,00:13:41.720
"Seit letzter Woche
wird wieder gearbeitet.",00:13:41.800,00:13:44.760
Es ist alles anders.,00:13:44.840,00:13:46.800
"Aufnahmeleiter Till
wird auch Corona-Polizei genannt.",00:13:47.680,00:13:52.400
Das wichtigste Utensil des Sets:,00:13:54.880,00:13:57.360
"Unseren mobilen 1,50-er hat
unser Produktionsleiter entworfen.",00:13:57.560,00:14:02.000
Der ist überall dabei.,00:14:02.120,00:14:04.000
"Damit stellen wir sicher,
dass die 1,50 eingehalten werden.",00:14:04.960,00:14:08.720
"Die Roten Rosen laufen
im Nachmittagsprogramm der ARD.",00:14:08.840,00:14:12.360
Eine Daily Novela - seit 14 Jahren.,00:14:12.400,00:14:15.200
"Jeden Tag muss eine Folge
abgedreht werden: 50 Minuten.",00:14:15.280,00:14:19.800
"Heute wird am Gutshof gedreht -
mit dem Gutsbesitzer und viel Gefühl.",00:14:19.880,00:14:25.520
"Die 25 Leute am Set
dirigiert der Regisseur.",00:14:28.640,00:14:32.040
"Der muss nun für das Gefühl
neue künstlerische Wege finden.",00:14:32.920,00:14:37.240
Das ist eine Herausforderung.,00:14:40.680,00:14:43.000
"Aber auch eine Chance, es so zu
machen, wie in den 30ern, 40ern.",00:14:43.080,00:14:47.640
"Wo man der Fantasie
mehr Raum gelassen hat.",00:14:47.720,00:14:51.000
"Da zeigt man einiges nicht,
was man sonst zeigt,",00:14:51.080,00:14:55.360
aber das hat auch seinen Charme.,00:14:55.840,00:14:58.200
"Statt Gefühle zeigen
heißt es jetzt Abstand halten.",00:14:59.040,00:15:03.040
"In der Corona-Pause
wurden alle Drehbücher überarbeitet.",00:15:03.480,00:15:07.360
Seitdem gilt: Küssen verboten!,00:15:07.440,00:15:09.760
"Anna, die Vivien spielt,
muss neue Ausdrucksmittel probieren.",00:15:11.440,00:15:16.160
"Liebesszenen in dieser Art
gibt es nicht mehr.",00:15:18.640,00:15:22.200
Man lässt es über die Augen laufen.,00:15:22.240,00:15:25.160
"Das Spiel findet mit Abstand statt,
man flirtet mit den Augen.",00:15:25.880,00:15:30.600
Wie geht ein sehnsüchtiger Blick?,00:15:31.640,00:15:34.160
Zeig noch mal!,00:15:34.240,00:15:35.720
So ungefähr.,00:15:38.200,00:15:39.440
"Kommt auf den Spielpartner an,
wie sehnsüchtig er ist.",00:15:39.560,00:15:43.240
"Im Moment dürfen auch
weniger Personen am Set sein.",00:15:43.880,00:15:47.480
"Die schaffen
weniger Sendeminuten pro Tag.",00:15:47.600,00:15:50.560
Ein Wettlauf mit der Zeit.,00:15:50.640,00:15:52.760
"Trotzdem soll Corona
nicht in der Serie auftauchen.",00:15:52.840,00:15:56.680
Meint auch Gerry alias Thomas.,00:15:56.720,00:15:59.120
"Wir sind ein Produkt,
das die heile Welt schildern soll.",00:16:02.400,00:16:06.360
"Die Menschen sollen mal entspannen
und keine Corona-Talkshow,",00:16:06.440,00:16:11.720
"keine Corona-Nachrichten
und keinen Corona-Ticker haben.",00:16:12.480,00:16:16.400
"Mittagspause am Set,
mit Essen auf Abstand.",00:16:16.480,00:16:19.880
"Wir fahren in die Studios
der Roten Rosen in Lüneburg.",00:16:21.760,00:16:25.480
"Hier werden
die Innenaufnahmen gedreht.",00:16:25.560,00:16:28.120
"Die Sicherheitsregeln
sind noch strikter.",00:16:28.200,00:16:31.040
"Eine zweite Truppe dreht hier
parallel an derselben Folge,",00:16:31.120,00:16:34.960
"mit einer anderen Regisseurin
und weiteren Schauspielern.",00:16:35.040,00:16:39.000
"Der Aufnahmeleiter heißt Eddi -
""Latten-Ed"" nennen ihn alle,",00:16:39.080,00:16:43.280
"weil auch er
mit seiner Abstandslatte rumfuchtelt.",00:16:43.360,00:16:47.040
"Sogar während der Proben
tragen die Schauspieler Mundschutz.",00:16:48.880,00:16:53.160
"Beim Proben ist das ein Problem,
man sieht den anderen nicht richtig.",00:16:54.320,00:16:59.000
Man erkennt die Gesichtszüge nicht.,00:16:59.080,00:17:01.760
"Man hat das Gefühl, man fährt
mit angezogener Handbremse.",00:17:01.840,00:17:06.000
"Schminken müssen sich
die Schauspieler auch selbst.",00:17:06.080,00:17:09.600
"Die Maskenbildnerinnen
dürfen nur Tipps geben.",00:17:09.680,00:17:13.040
Die eigentliche Maske ist verwaist.,00:17:14.320,00:17:17.160
Dahinter sitzen die Drehbuchautoren.,00:17:18.600,00:17:21.320
"Sie haben auf Hochtouren gearbeitet,",00:17:21.400,00:17:24.040
"um alle Drehbücher
Corona-tauglich zu machen.",00:17:24.120,00:17:27.640
Kann er das in der 28 sagen?,00:17:27.840,00:17:30.080
"Aber Corona in die Serie nehmen?
Unmöglich.",00:17:30.200,00:17:33.480
"Wir können unsere Serie nicht
unter Corona-Bedingungen erzählen.",00:17:34.400,00:17:38.800
"Das würde bedeuten, dass
alle Figuren nur zu Hause sitzen,",00:17:38.880,00:17:43.240
"sich nicht mehr
über den Weg laufen können.",00:17:43.360,00:17:46.640
"Sie könnten Geschichten
nur mit denen erleben,",00:17:46.720,00:17:49.800
"mit denen sie
in einem Haushalt leben.",00:17:49.880,00:17:52.800
"Trotzdem bleibt Corona
überall präsent.",00:17:53.440,00:17:56.840
"Dem Produktionsleiter bescherte
die Drehpause schlaflose Nächte.",00:17:56.920,00:18:01.680
"Kann man sich
gegen Corona versichern?",00:18:03.480,00:18:06.160
Ein klares Nein.,00:18:06.240,00:18:07.560
"Pandemien sind nicht vorhersehbar,
wie wir alle lernen.",00:18:07.640,00:18:11.600
"Da gibt es
noch kein Versicherungsmodul.",00:18:11.680,00:18:14.600
"Jede Woche, die nicht gedreht wurde,
hat viel Geld gekostet.",00:18:14.680,00:18:18.800
"Wie viel, wollte uns keiner verraten.",00:18:18.880,00:18:21.560
"Jetzt versuchen alle,
aufzuholen, was geht.",00:18:21.640,00:18:24.680
"Latten-Ed hat
auch grünes Licht gegeben.",00:18:24.760,00:18:27.560
Die Abstände passen.,00:18:27.640,00:18:29.320
"Es kann weiter
gedreht werden",00:18:29.440,00:18:31.680
an Folge 3139.,00:18:31.720,00:18:33.400
"Bei ZAPP haben wir heute
die 740. Folge",00:18:36.880,00:18:40.160
"und sind ausnahmsweise
selbst Teil der Mediennachrichten.",00:18:40.240,00:18:45.000
"ZAPP muss ab 2021
mit weniger Geld auskommen.",00:18:45.960,00:18:49.280
"Das Budget wird um
bis zu einem Drittel gekürzt.",00:18:49.320,00:18:52.800
Das beschäftigt uns sehr.,00:18:52.880,00:18:54.880
"Wir überlegen, wie wir weiter
guten Medienjournalismus machen -",00:18:54.960,00:18:59.360
im Fernsehen und im Netz.,00:18:59.440,00:19:02.080
"Der NDR hat ein enormes Sparprogramm
verkündet: 300 Mio. Euro.",00:19:02.160,00:19:07.560
"Kürzungen bei Technik, Personal
und eben im Programm.",00:19:09.600,00:19:14.160
"Es könnte noch krasser kommen für
alle öffentlich-rechtlichen Sender.",00:19:15.000,00:19:19.760
Daniel Bouhs und Tim Kukral.,00:19:19.840,00:19:21.840
"Das Bücherjournal im Fernsehen -
gestrichen.",00:19:23.560,00:19:27.080
Das Echo des Tages im Radio - auch.,00:19:27.160,00:19:29.920
"Auch viele Freiluftveranstaltungen
wie z.B. die Sommertouren",00:19:31.320,00:19:35.720
wird sich der NDR künftig sparen.,00:19:35.800,00:19:38.280
"Und z.B. meinNachmittag muss ab 2021
mit viel weniger Geld auskommen.",00:19:40.560,00:19:45.720
Ein Grund:,00:19:46.000,00:19:47.920
"Der Rundfunkbeitrag
reicht nicht mehr.",00:19:48.000,00:19:50.800
"Weil Teuerungsraten
nicht ausgeglichen wurden.",00:19:50.880,00:19:54.080
Weil mit Corona Einnahmen wegbrechen.,00:19:54.200,00:19:56.840
"Weil Beiträge für Zweitwohnungen
wegfallen.",00:19:56.920,00:19:59.920
"Also geht es ans Programm -
auch im Ersten.",00:20:00.000,00:20:03.080
"Bald steuert der NDR
weniger Tatorte bei.",00:20:03.160,00:20:06.440
"Ein Rückbau auch bei der ARD -
die Konsequenz:",00:20:06.520,00:20:10.400
Jetzt müssen auch andere ran.,00:20:13.160,00:20:15.520
"Wir sind eine Arbeitsgemeinschaft,
ein föderales Unternehmen.",00:20:15.600,00:20:19.960
"In solchen Zeiten muss man
sich stützen, darauf setze ich.",00:20:20.040,00:20:24.400
Auf die anderen in der ARD.,00:20:24.880,00:20:27.160
Der Vorsitz liegt zurzeit beim WDR.,00:20:27.240,00:20:29.880
Intendant Tom Buhrow,00:20:29.960,00:20:31.880
"befürchtet drastischere Einsparungen
beim Programm.",00:20:31.960,00:20:35.480
"Man kann nicht alles erwirtschaften
jenseits des Programms.",00:20:35.560,00:20:40.280
"Ich hab das immer gesagt,
der letzte Vorsitzende auch.",00:20:40.360,00:20:44.840
In die Phase treten wir ein.,00:20:44.920,00:20:46.880
Und auch noch das:,00:20:47.520,00:20:49.520
"Die Bild bittet ihre Leser,
abzustimmen.",00:20:53.280,00:20:56.600
"Die Bild beruft sich auf Widerstand
aus der Politik:",00:21:00.640,00:21:04.160
Die Sender seien zu teuer.,00:21:04.240,00:21:06.200
"Seit Monaten warnt Sachsen-Anhalts
Ministerpräsident Haseloff:",00:21:06.280,00:21:10.480
"Die Intendanten sind gut beraten,
unsere Signale ernst zu nehmen.",00:21:10.560,00:21:14.880
"Nicht wir Ministerpräsidenten
entscheiden das,",00:21:14.960,00:21:18.240
sondern die Landtage.,00:21:18.280,00:21:20.280
"Und in einzelnen Landtagen
wächst der Unmut.",00:21:21.120,00:21:24.320
"In Sachsen-Anhalt droht neben der AfD
auch die CDU,",00:21:24.400,00:21:27.840
die Erhöhung zu stoppen.,00:21:27.960,00:21:30.160
Die FAZ munkelt gar:,00:21:30.400,00:21:32.400
"Auch die CDU-Fraktionen in Sachsen
und Thüringen seien dagegen.",00:21:36.920,00:21:41.280
"Dabei könnten die Intendanten
entspannt sein:",00:21:41.400,00:21:44.440
"Den Sendern steht
eine bedarfsgerechte Finanzierung zu.",00:21:44.520,00:21:48.200
"Eine Klage vor dem BVerfG
wäre erfolgsversprechend,",00:21:48.280,00:21:51.640
auch ein Corona-Ausgleich möglich.,00:21:51.720,00:21:54.600
Aber wäre das ein gutes Signal?,00:21:54.680,00:21:57.040
"Wir sind immer
Teil dieser Gesellschaft.",00:21:57.120,00:22:00.280
"Und müssen im Blick behalten,
dass die Dinge, die wir fordern",00:22:00.360,00:22:03.880
"und erwarten, sozial adäquat sind.",00:22:03.960,00:22:07.000
"Dass sie unsere
Legitimation nicht beschädigen.",00:22:07.120,00:22:10.320
"Und dass wir uns als Teil
einer Gesellschaft begreifen,",00:22:10.400,00:22:14.040
"die jetzt in der Corona-Krise
schwierige Situationen erleben wird.",00:22:14.120,00:22:19.800
"Wenn Landtage blockieren
und es nicht zum 1.1.",00:22:21.400,00:22:25.080
"zu einer Erhöhung
beim Rundfunkbeitrag kommt:",00:22:25.160,00:22:28.680
Was machen Sie dann?,00:22:28.760,00:22:31.280
"Ich geh nicht davon aus,
dass es dazu kommt.",00:22:32.680,00:22:35.840
"Weil mit unserer guten Arbeit -
jeder Abgeordnete",00:22:35.920,00:22:40.120
"kann sich davon überzeugen,
welche Leistung wir bringen.",00:22:41.160,00:22:45.240
"Der ARD-Vorsitzende gibt sich sicher
und ein Versprechen:",00:22:47.080,00:22:51.200
"Es wird nie mehr aufhören
mit Reformen und dem Gucken,",00:22:52.920,00:22:56.440
wo kann man wirtschaftlicher sein.,00:22:56.560,00:22:58.840
