text,start,stop
"target they are bent on achieving it because
this time around, they don't care, they are",00:09:25.620,00:09:32.930
"not listening to anybody, they just do not
care about what you think. They are the leaders",00:09:32.930,00:09:39.340
"in most countries of the world today of course,
they the owners and the captains of the biggest",00:09:39.540,00:09:46.959
"business empires and industries globally.
They are the billionaires, they can without",00:09:46.959,00:09:53.770
"a whimper dole out $1,00,000,000 dollars to
fight corona virus even when the whole world",00:09:53.770,00:10:00.449
"is accusing them and pointing accusing fingers
at them as being accomplices in the outbreak",00:10:00.449,00:10:07.420
"of the pandemic they don't even make serious
attempt to debunk the allegation, you see..",00:10:07.420,00:10:17.029
"you know why? they are very powerful, and
no one may call them for questioning because",00:10:17.029,00:10:23.070
"they are larger than life. These guys? make
no mistake about them they the world powers,",00:10:23.070,00:10:30.370
"but just like the tyrants before them had
the reason for doing what they did so also",00:10:30.370,00:10:37.040
"these men in our time have their own reason
why we see them doing what they do why you",00:10:37.040,00:10:45.110
"see them putting their money in the places
where they are putting it. they are doing",00:10:45.110,00:10:50.260
"the things they are doing now because of that
same major reason that we talked about on",00:10:50.260,00:10:56.709
"the lives of the mentors that had ruled the
world before now and that factor of fear is",00:10:56.709,00:11:05.480
"what is driving these ones. They don't want
to die, they are afraid of death, they had",00:11:05.480,00:11:15.480
"made their billions even in their own case
it is not so much about them loosing their",00:11:15.480,00:11:20.980
"billions but it is about them not wanting
to die they have made their billions and suddenly",00:11:20.980,00:11:27.519
"they have realized that they are going to
die someday, they have tested life at its'",00:11:27.519,00:11:33.819
"peak and dying and leaving these whole thing
behind is a terrifying fact to them it is",00:11:33.819,00:11:43.459
"something that is giving them sleepless nights
when they look at their wealth, when they",00:11:43.459,00:11:49.420
"look at their billions it becomes too difficult
for them to comprehend that one day they are",00:11:49.420,00:11:57.180
"going to leave these things and then be buried
six feet below now because of the fear of death they",00:11:57.180,00:12:07.069
"are engaging themselves, they are putting
hands into so many things several things that",00:12:07.069,00:12:12.200
"some of them sound so foolish. I know you
won't believe this, yes I know you won't believe",00:12:12.200,00:12:20.240
"what I want to tell you now but listen do
you know that just as Bill Gates is investing",00:12:20.250,00:12:26.470
"millions into vaccine research and developments
against pandemic which he say is his fear,",00:12:26.470,00:12:34.330
"he said pandede.... the outbreak of a global
pandemic keeps him sleepless all night through",00:12:34.330,00:12:43.639
"now just as he is investing money, millions
into research of vaccines and the development,",00:12:43.639,00:12:51.879
"there is also an ongoing research on a vaccine
or whatever that can immortalize men,",00:12:51.880,00:13:01.580
"they are looking for a cure for death they looking
for something that will make them not to die.",00:13:01.920,00:13:10.320
"They are looking for something that wil..
will you know...will make them to live forever",00:13:11.840,00:13:16.720
"and so these things are being sponsored by
these men now if you have heard of biohacking",00:13:16.720,00:13:25.880
"or transhumanism please this is a research
group of scientists being sponsored by these",00:13:26.100,00:13:34.660
"billionaires to help them find a way of curing
death and as long as they delay in finding",00:13:34.660,00:13:41.940
"the solution, as long as the scientists have
not found solution to curing death they live",00:13:41.940,00:13:51.820
"in constant fear of death and they are going
to do everything they think they can to stay",00:13:51.820,00:14:00.940
"alive before and when they are able to find
the cure for death chuckles! it sounds funny",00:14:00.940,00:14:10.180
"sounds stupid you know chuckling I mean, I
can't understand that em... for more information",00:14:10.180,00:14:19.560
"on that please sa... look over the net this
web address here you'll find more information",00:14:19.560,00:14:27.860
"on what I have just told you in case if you've
not come in contact with such information before",00:14:27.860,00:14:34.140
"fear of death. Fear of death is the
propelling force driving these men into all",00:14:34.140,00:14:39.490
"sorts of things and thereby the acting out
the script that is fulfilling the prophecy",00:14:39.490,00:14:45.160
"of the book of Revelation. Bill Gates has
never hidden the fact that he is having sleepless",00:14:45.160,00:14:51.450
"nights over the outbreak of a pandemic because
of the world's over population",00:14:51.450,00:15:03.160
"today the greatest threat of a global catastrophe
doesn't look like this, instead it looks like",00:15:03.160,00:15:10.801
"this if anything kills over ten million people
in the next few decades it's most likely to",00:15:10.801,00:15:20.470
"be a highly infectious virus rather than a
war not measles but micros now part of the",00:15:20.470,00:15:28.779
"reason for this is that we have invested huge
amount in nuclear detonants we've actually",00:15:28.780,00:15:34.920
"invested very little in system stopping epidemic
we're not ready for the next epidemic.",00:15:34.920,00:15:43.460
"Next epidemic could be dramatically more devastating
than ebola.",00:15:44.120,00:16:01.320
"in this year's annual letter Melinda and I took the toughest questions
we get asked and give our answers, one that",00:16:01.480,00:16:09.180
"has come up for a long time is if we make
the world healthier will the population get",00:16:09.189,00:16:14.540
"so big that feeding everybody and maintaining
the environment is going to be impossible?",00:16:14.540,00:16:22.680
"Here we can a chart that looks at the total
world population over the last several hundred",00:16:22.680,00:16:30.160
"years and at first glance this is a bit scary
when we go from less than a billion in 1800",00:16:30.160,00:16:35.870
"and then 3,4,5,6 and 7.4 billion where we
are today is happening even faster. So Melinda",00:16:35.870,00:16:45.300
"and I wondered weather providing new medicines
and keeping children alive will that create",00:16:45.300,00:16:51.470
"more of a population problem but what we found
out is that as health improves families choose",00:16:51.470,00:16:58.569
"to have less children and this effect is very,
very dramatic. We find that in every country",00:16:58.569,00:17:06.780
"of the world, this is repeated the population
growth goes down as we improve health. So",00:17:06.780,00:17:13.450
"we've taken that chart that shows the global
population growth and we've actually extended",00:17:13.450,00:17:20.100
"that out all the way to 2100 and we can see
that instead of continuing, it actually flattens",00:17:20.100,00:17:27.380
"out another way to see that is through this
rate of population growth. You can see that",00:17:27.380,00:17:33.160
"in the 60s that reached a pretty high number,
over 2% per year and it's now come way, way down.",00:17:33.160,00:17:42.710
"Now 11 billion people still a lot but the
good news is that the faster we improve health",00:17:42.710,00:17:48.670
"the faster family size goes down. You are
welcome back, So when a man is daily dwelling",00:17:48.670,00:18:00.680
"on the thought that over population of the
world could to an outbreak of a deadly pandemic",00:18:00.680,00:18:06.950
"which has the propensity of killing him and
cutting short their biohacking dream thereby",00:18:06.950,00:18:13.940
"bringing their constant fear speedily upon
them and they have these billions in their vaults",00:18:13.940,00:18:22.060
"it is a matter of doing what could
be done to save themselves while they keep",00:18:22.060,00:18:27.200
"working on their phantom project of immortalizing
themselves and if depopulating the world is",00:18:27.200,00:18:33.440
"an option so that there won't be an outbreak
of a global pandemic that can get at them and ee...",00:18:33.440,00:18:41.530
"may be kill them they will get it done that
hardly will be a problem. The fear of dying",00:18:41.530,00:18:50.620
"from disaster, the fear of death is what has
driven so many if not all of them into building",00:18:50.640,00:19:00.260
"of bunkers for themselves because of the future
they have foreseen which you who are watching",00:19:00.260,00:19:06.680
"this video may not have seen except you have
been able to look into the scriptures. I won't",00:19:06.680,00:19:16.530
"be surprised if you disagree with me though
on this one and ee.. even insult me but that's",00:19:16.530,00:19:21.470
"okay, there is a catastrophic, chaotic future
that is coming which these men are aware of",00:19:21.470,00:19:29.660
"but unfortunately, like Herod, like Pharaoh,
like Hitler and co. Like Nero the emperor,",00:19:29.660,00:19:39.400
"like many other wicked men that thought that
they were larger than life and death, just",00:19:39.400,00:19:48.980
"as they were deceived, and eventually they
died so also these men have been deceived",00:19:48.990,00:19:55.950
"by the devil. They have been deceived because
their bunkers or whatever means of.. of protection",00:19:55.950,00:20:02.770
"whatever means of living forever that they are putting in place will
not be viable, it will not be strong enough",00:20:02.770,00:20:11.080
"to shelter them in those days and save them
from dying. The doomsday that they have foreseen",00:20:11.080,00:20:20.960
"and they are preparing against their bunkers
will not save them and there will be no biohacking",00:20:20.960,00:20:27.620
"death, men must die that is how The Supreme
Being of heaven has made it so no matter what",00:20:27.620,00:20:36.120
"they do, death will always come. These men
are delusional, you can imagine when an over",00:20:36.131,00:20:42.960
"sixty years old man is talking about vision
2050 with some kind of excitement and expectation",00:20:42.960,00:20:48.360
"of being actively involved in the affairs
of the world by then, then you can see that",00:20:48.360,00:20:53.090
"he is thinking,... he is seeing a possibility in having a cure
for death. He is having,... you know... hope that",00:20:53.090,00:21:02.900
"they can biohack death and live forever, what
a delusion! Bill Gates has said that unless",00:21:02.900,00:21:17.900
"the whole world is vaccinated, social gathering
may never return again. and from our dialogue",00:21:17.900,00:21:24.530
"between our foundation experts and government, what is opening
up look like which activities have  like schools",00:21:24.530,00:21:33.970
"have such benefits......done away the risk of transmission is very low. which activities
like mass gathering uh... may be in the circumstance more optional and so until you are widely vaccinated,",00:21:33.970,00:21:47.380
"those may not come back at uh.. at all which
activities like mass gatherings uh...may be",00:21:47.380,00:21:59.670
"in the circumstance more optional, so until
you are widely vaccinated, those may not come back uh... at all",00:21:59.820,00:22:08.880
"the ultimate solution,
the only that really let's us go back completely",00:22:15.700,00:22:21.220
"to normal and feel good about sitting in stadiums
with lot more other people is to create a",00:22:21.220,00:22:26.840
"vaccine and not just take care of our country,
but take that vaccine out to the global population",00:22:26.840,00:22:35.390
"and so that we a vast community and this thing
no matter what isn't going to spread in large numbers",00:22:35.390,00:22:44.600
"the ultimate solution,
the only thing that really let's us go back completely",00:23:07.940,00:23:12.660
"to normal and feel good about sitting in stadiums
with lots other people is to create a vaccine",00:23:12.670,00:23:19.670
"and not just take care of our country but
take that vaccine out to the global population",00:23:19.670,00:23:26.890
"and so that we have a vast community and this
thing no matter what, isn't going to spread in large numbers.",00:23:26.890,00:23:36.520
"Until we get the world vaccinated
7 billion people that's a tall order .....",00:23:45.500,00:23:51.100
"Until we get the world vaccinated, 7 billion
people that's a tall order until we get the",00:24:00.640,00:24:06.420
"world vaccinated 7 billion people that's a
tall order....",00:24:06.420,00:24:11.220
"I ask people, what if corona virus becomes a gateway for the antichrist?
Now if this is upheld, that unless the whole",00:24:13.820,00:24:30.940
"world is vaccinated, social gathering may
never return again, my friend this is my advice",00:24:30.940,00:24:37.740
"to you. If you ever have heard of the prophecy
of the end time, then these are the signs",00:24:37.740,00:24:43.280
"very much staring us in the face. If you are
a child of God, a christian and have too much",00:24:43.290,00:24:50.030
"connection with this world now is the time
to begin disconnection from the world, don't",00:24:50.030,00:24:55.400
"just say with your mouth, don't be there,
don't sit down there and say well, ehh whatever",00:24:55.400,00:25:02.190
"they do I cannot take the vaccine, no, no
no, no Peter made that mistake. Peter made",00:25:02.190,00:25:08.220
"that mistake. The microchip vaccine we are
talking about is in appearance, in appearance",00:25:08.220,00:25:16.290
"matches the mark of the beast, please don't
just passively say it with your mouth, remember",00:25:16.290,00:25:26.420
"Peter. He told the Lord JESUS that day, never
Lord will I forsake you but when the chips",00:25:26.420,00:25:32.860
"were down, the once very courageous and fearless
apostle whimpered and even swore before a",00:25:32.860,00:25:42.120
"damsel. The antichrist is on his way, the
man of sin. The beast is coming. Unfortunately",00:25:42.120,00:25:48.030
"these men think they know what they are doing,
they don't know, they are hastening the arrival",00:25:48.030,00:25:55.520
"of the doomsday, all their actions is fast
forwarding the coming of that day except and",00:25:55.520,00:26:01.940
"only if God does His thing and over rules
them and may be extend the time behold that",00:26:01.940,00:26:09.690
"day is coming fast and even if God extends
the time, it is no longer too far away from",00:26:09.690,00:26:18.290
"now before all these things come to pass.
So child of God, watch and pray so that you",00:26:18.290,00:26:26.410
"don't fall into Peter's kind of temptation
in those days, Peter's kind of temptation",00:26:26.410,00:26:34.940
"denying the Master, child of God, Watch and
pray. I know someone is also watching and",00:26:34.940,00:26:42.830
"saying ""but the church is supposed to be taken
away from the earth before the manifestation",00:26:42.830,00:26:47.440
"of the antichrist?"" I thought so too. that
was all the teaching I had known all my life",00:26:47.440,00:26:52.940
"until recently, that was all that I was even
teaching and preaching and telling people,",00:26:52.940,00:26:58.310
"we have songs composed with that understanding
until recently that the light of the Word",00:26:58.310,00:27:06.210
"of GOD shone on our heart, this video anyway
can't accommodate this discussion for now",00:27:06.210,00:27:12.730
"but please you may consider the following
scriptures Matthew chapter 24 verses 8 and",00:27:12.730,00:27:18.480
"9, verses 21 and 22 verses 29 to 31 and 2nd
Thessalonians chapter 2 verses 3 to 5, Revelation",00:27:18.480,00:27:25.450
"chapter 13 verse 7, if you like you can read
the entire chapter. Of note is the fact that,",00:27:25.450,00:27:36.810
"there is no such place in the scripture that
it is written that the church will exit the",00:27:36.810,00:27:43.140
"world before the antichrist. So finally my
concluding and final advice to everyone is,",00:27:43.140,00:27:50.040
"Don't get distracted by the activities of
the NEW WORLD ORDER, they are playing their",00:27:50.040,00:27:55.470
"part in the script written before the world
began, they will unfortunately realize when",00:27:55.470,00:28:02.140
"it is too late how foolish their actions had
been. However, having said all that, it is",00:28:02.140,00:28:12.060
"not meant to make you afraid rather, just
that you get about your kingdom's business",00:28:12.060,00:28:18.840
"without distraction and to get your mind ready
and be prepared for the inevitable. God bless",00:28:18.840,00:28:27.490
"you. Please don't for get to subscribe and
like the video if you do, stay blessed in",00:28:27.490,00:28:34.660
"JESUS name, Amen.",00:28:34.660,00:28:36.260
