text,start,stop
"hygiene auflagen abstandsflächen
desinfizierung oder mund und nasenschutz",00:02:07.360,00:02:15.000
"heute sind in vielen bereichen die zoos
die museen wieder geöffnet worden",00:02:15.000,00:02:22.060
"wir sprechen darüber wie wir in eine
regelbetreuung bei kindergärten und",00:02:22.060,00:02:26.500
"schulen kommen
wir wollen für die gastronomie möglichst",00:02:26.500,00:02:29.860
"schnell klarheit schaffen wenn es wieder
losgeht und ich bin gefragt worden ob es",00:02:29.860,00:02:33.850
"richtig ist wenn man jetzt für den
sommerurlaub eine ferienwohnung oder ein",00:02:33.850,00:02:38.320
"ferienhaus in sachsen bucht kann man nur
sagen ja tun sie es werden viele in der",00:02:38.320,00:02:44.620
"nächsten zeit tun weil die möglichkeiten
im ausland urlaub zu machen",00:02:44.620,00:02:47.620
"vermutlich begrenzt sind nicht wegen uns
deutschen sondern wegen den ländern die",00:02:47.620,00:02:52.860
"vielleicht jetzt noch nicht so die
möglichkeit haben gäste aufzunehmen",00:02:52.860,00:02:57.070
"deswegen rechtzeitig einen film platz in
sachsen buchen so jetzt bin ich auf ihre",00:02:57.070,00:03:01.540
"fragen gespannt und gebe auskunft nach
besten wissen und gewissen",00:03:01.540,00:03:05.980
"ja es sind wieder viele fragen im
vorfeld eingegangen bereits auf der",00:03:05.980,00:03:09.910
"seite und auch die zuschauer auf und
sachsen fernsehen haben uns fragen",00:03:09.910,00:03:12.760
"eingereicht
wir beginnen mit dem mund und",00:03:12.760,00:03:14.920
"nasenschutz wir haben sie jetzt alle
schon ein bisschen dran gewöhnt den beim",00:03:14.920,00:03:17.590
"einkaufen und in öffentlichen
verkehrsmitteln zu tragen aber es ist",00:03:17.590,00:03:20.860
"noch mal eine andere sache den ganzen
tag tragen zu müssen",00:03:20.860,00:03:23.380
"ronny glöckner fragt wäre es denn
möglich das verkaufspersonal im",00:03:23.380,00:03:27.040
"einzelhandel vom mund und nasenschutz zu
befreien",00:03:27.040,00:03:29.709
"es ist ja eine zumutung neun stunden
damit zu arbeiten",00:03:29.709,00:03:32.769
"die mitarbeiter sind schon am limit und
diese maßnahme macht es uns nicht",00:03:32.769,00:03:36.280
"leichter ja aber
mund und nasenschutz ist eben eine",00:03:36.280,00:03:40.670
"möglichkeit wirklich die ausbreitung des
virus zu begrenzen und gibt zwei",00:03:40.670,00:03:46.430
"möglichkeiten entweder diese ganz ganz
hochwertigen fp3 masken mit filter oder",00:03:46.430,00:03:54.040
"wir alle tragen einen einfachen mund und
nasenschutz und das ist unser weg weil",00:03:54.040,00:03:59.930
"das andere auch schwierig ist die
verfügbarkeit zu realisieren",00:03:59.930,00:04:03.950
"wir haben versucht ein die eine oder
andere erleichterung zu finden da",00:04:03.950,00:04:09.380
"überall wo verkaufspersonal hinter einer
plexiglasscheibe arbeitet beispielsweise",00:04:09.380,00:04:14.240
"an der kasse bei uns im konsumieren
dresden muss man keine maske tragen aber",00:04:14.240,00:04:19.220
"ansonsten sollte man das schon ist
wichtig es ist eine möglichkeit mehr",00:04:19.220,00:04:25.000
"flexibilität mehr freiheit zu geben
das ist auch mit einem arbeitgeber ob",00:04:25.000,00:04:29.450
"das möglich ist das verkaufspersonal
davon zu befreien",00:04:29.450,00:04:32.200
"nein wir haben es fest vorgegeben und
wir stützen uns ja auch in der zukunft",00:04:32.200,00:04:38.780
"jetzt immer mehr auch auf institutionen
beispielsweise die berufsgenossenschaft",00:04:38.780,00:04:43.880
"bei den friseuren die das als zwingend
vorgegeben",00:04:43.880,00:04:47.960
"es gibt ein paar bereiche wo man davon
abstand nehmen kann das ist",00:04:47.960,00:04:51.950
"beispielsweise wenn eine andere
gleichwertige schutzmaßnahme erfolgt ist",00:04:51.950,00:04:57.050
"und das wäre so eine plexiglasscheibe
sie haben schon den urlaub angesprochen",00:04:57.050,00:05:02.420
"da jetzt viele menschen bewegt weil er
demnächst ansteht angela eine weitere",00:05:02.420,00:05:06.560
"fragen wie steht es mit urlaub noch
dieses jahr eventuell september an der",00:05:06.560,00:05:10.370
"ostsee also wahrscheinlich im land oder
kroatien also ausland also inland haben",00:05:10.370,00:05:15.830
"wir in der hand manuela schwesig meine
kollegin in mecklenburg vorpommern wirbt",00:05:15.830,00:05:20.870
"jetzt schon sehr darum und genauso wie
wir natürlich eine perspektive aufzeigen",00:05:20.870,00:05:25.790
"wollen für die privaten ferienwohnungen
aber auch für hotels campingplätze so",00:05:25.790,00:05:33.470
"machen das alle anderen bundesländer
auch ich glaube wir werden in den",00:05:33.470,00:05:36.020
"nächsten wochen weiter kommen ich habe
einen wunsch den ich vielleicht auch mal",00:05:36.020,00:05:41.300
"so ein bisschen erklären kann ich hoffe
dass wir am ende dazu kommen es wäre ein",00:05:41.300,00:05:45.860
"leichtes das heute für sachsen zu
genehmigen wir haben eine ganz geringe",00:05:45.860,00:05:50.680
"ausbreitung zahl und die
wahrscheinlichkeit ist nordsachsen",00:05:50.680,00:05:55.870
"ähnlich wie im erzgebirge oder im
vogtland sowie in der oberlausitz große",00:05:55.870,00:06:02.030
"städte sind etwas unterschiedlich aber
auch da ist die zahl der infektionen",00:06:02.030,00:06:04.700
"sehr sehr niedrig es gibt andere
regionen in deutschland bayern baden",00:06:04.700,00:06:09.110
"württemberg das saarland auch teile noch
sein westfalen gehören dazu die einen",00:06:09.110,00:06:13.220
"immer noch sehr hohes
infektionsgeschehen haben und wir würden",00:06:13.220,00:06:17.479
"gern ein ampelsystem haben in dem klar
erkennbar ist in einer gewissen region",00:06:17.479,00:06:22.790
"ist es gerade alles in ordnung oder es
gibt ein problem um zu deutlich zu",00:06:22.790,00:06:28.520
"machen in dieser region sollte man jetzt
nicht fahren oder aus dieser region",00:06:28.520,00:06:32.930
"sollte man jetzt keine gäste aufnehmen
in einer region in der ein sehr geringes",00:06:32.930,00:06:37.070
"infektionsgeschehen ist das hoffe ich
bekommen wir für deutschland in den",00:06:37.070,00:06:40.580
"nächsten wochen hin
das wäre eine gute grundlage auch für",00:06:40.580,00:06:44.030
"den tourismus denn was wir alle
miteinander nicht wollen ist wenn es",00:06:44.030,00:06:48.950
"wirklich regional jetzt wieder zu
besonderen ausbrüchen kommt und die wird",00:06:48.950,00:06:53.300
"es geben das wir dann diese ausbrüche
quer über das land ziehen sondern wir",00:06:53.300,00:06:57.290
"wollen sie dann begrenzt halten auch in
der wirtschaft liegen harte wochen und",00:06:57.290,00:07:01.669
"wahrscheinlich auch noch davor schon die
meiste will wissen werden im bereich",00:07:01.669,00:07:06.020
"veranstaltungs baumesse bis september
überhaupt irgendwelche großen",00:07:06.020,00:07:09.940
"internationalen messen veranstaltungen
stattfinden wenn ein greift weiterhin",00:07:09.940,00:07:14.330
"die soforthilfe denn man kann durchaus
von einem gezielten eingriff",00:07:14.330,00:07:17.840
"beziehungsweise folgen des eingriffs in
meiner unternehmensstruktur sprechen ja",00:07:17.840,00:07:22.250
"messebau setzt natürlich messen voraus
und",00:07:22.250,00:07:25.400
"viele haben abgesagt auch es gibt auch
keine bereitschaft jetzt durch die welt",00:07:25.400,00:07:32.900
"zu fliegen und an konferenzen
teilzunehmen messen teilzunehmen",00:07:32.900,00:07:36.229
"wir sind ja immer noch in der situation
dass wir kontakte nach möglichkeit",00:07:36.229,00:07:40.150
"begrenzen wollen und deswegen passt das
glaube ich derzeit nicht in die",00:07:40.150,00:07:44.509
"landschaft wir versuchen auch da dinge
zu ermöglichen",00:07:44.509,00:07:48.940
"kleinere größenordnung veranstaltungen
sind ja jetzt auch wieder mehr möglich",00:07:48.940,00:07:55.460
"aber die abstände anderthalb meter sind
in vielen fällen dann doch so groß dass",00:07:55.460,00:08:01.580
"es sich nicht in dem maße rechnet wie
wir das früher erlebt haben",00:08:01.580,00:08:06.470
"deswegen in diesem jahr wird in dem
bereich sehr sehr wenig wie nicht",00:08:06.470,00:08:11.210
"möglich sein okay bin auch für die
familien wird ja die durststrecke",00:08:11.210,00:08:16.100
"wirklich lang jetzt sehe die
familienmitglieder mal wieder sehen zu",00:08:16.100,00:08:19.039
"können enkel ihre omas rc dann will den
hartz iv wie kann es denn sein dass",00:08:19.039,00:08:24.169
"kirchen wieder ohne beschränkungen der
personenzahl gottesdienste abhalten",00:08:24.169,00:08:27.770
"können und kaufhäuser wieder öffnen
dürfen wo tausende hin stürmen und",00:08:27.770,00:08:32.120
"definitiv nicht nachvollzogen werden
kann wer mit wem kontakt hatte aber auf",00:08:32.120,00:08:36.320
"der anderen seite darf ich den teil
meiner familie der nicht in meinem",00:08:36.320,00:08:39.349
"haushalt lebt immer noch nicht treffen
wo bitte ergibt sich jeder sind mein",00:08:39.349,00:08:42.979
"verständnis für die ganze sache findet
gerade in dem bereich der sozialen",00:08:42.979,00:08:46.880
"kontakte muss zwingend nachgebessert
werden",00:08:46.880,00:08:49.040
"das kann so nicht weitergehen ist reicht
langsam dass sie ja ich würde mal von",00:08:49.040,00:08:53.570
"der von der sinnfälligkeit erstmal
begründen und auch dann werden werden",00:08:53.570,00:08:57.200
"wir ja sehen wir sehen uns auch in
sachsen-anhalt es wird ja auch in dem",00:08:57.200,00:09:00.290
"bereich der kontakt beschränkungen jetzt
lockerungen geben aber was ist der grund",00:09:00.290,00:09:04.070
"was ist der unterschied zwischen einem
kirchenbesuch oder einem einkaufszentrum",00:09:04.070,00:09:09.620
"und einer familienfeier in der kirche
haben wir mindestabstände definiert von",00:09:09.620,00:09:15.440
"mindestens anderthalb metern im
supermarkt und im baumarkt und dem",00:09:15.440,00:09:21.020
"möbelhaus genauso ganz klarer
vereinzelung mund und nasenschutz die",00:09:21.020,00:09:26.270
"leute sollen sich nicht zusammenkommen
und deswegen gehen wir davon aus dass",00:09:26.270,00:09:30.290
"dort ganz wenig infektionsgeschehen ist
bei einer familienfeier und das müssen",00:09:30.290,00:09:35.270
"wir ja alle
jetzt man eng zusammen man freut sich",00:09:35.270,00:09:38.150
"und das auch noch über eine längere zeit
wer heute mit einem öffentlichen",00:09:38.150,00:09:44.420
"gesundheitsdienst spricht das sind die
behörden die die in corona fällen die",00:09:44.420,00:09:49.400
"nachverfolgung machen die mit dem
patienten telefonieren die mit",00:09:49.400,00:09:52.430
"kontaktpersonen telefonieren der wird
feststellen es gibt drei punkte in denen",00:09:52.430,00:09:58.580
"derzeit infektionen stattfinden
das ist auf der einen seite die familie",00:09:58.580,00:10:02.630
"in aller regel eheleute untereinander
die sich anstecken klar versteht man",00:10:02.630,00:10:09.050
"auch das zweite bei der arbeit schon
weniger das ist dort wenn man wirklich",00:10:09.050,00:10:13.430
"jemand erkältet ist und eine lange zeit
mit einem kollegen und",00:10:13.430,00:10:17.570
"gegenüberliegenden schreibtisch
zusammenarbeitet dann gibt es solche",00:10:17.570,00:10:20.090
"fälle und das dritte und das ist schon
dann auch deutlich weniger im vergleich",00:10:20.090,00:10:25.340
"zu dem ersten fall sind so hier feiern
junge leute treffen sich an der elbe",00:10:25.340,00:10:31.400
"sitzen zusammen
das getränk geht von einem zum anderen",00:10:31.400,00:10:34.730
"das sind die dinge die wir jetzt haben
also ganz großer unterschied zu der zeit",00:10:34.730,00:10:39.530
"im februar oder märz bei denen es die
touristen waren die aus österreich oder",00:10:39.530,00:10:44.480
"südtirol zurückgekommen sind und
deswegen ist diese kontakt beschränkung",00:10:44.480,00:10:48.910
"ein so zentraler punkt meine these ist
dass wir bei diesen niedrigen zahlen so",00:10:48.910,00:10:56.390
"wie wir sie jetzt haben so lange bleiben
werden das dann am ende wirklich die",00:10:56.390,00:11:01.340
"kontakt beschränkung zurückgenommen wird
dann glaube ich werden wir eine zunahme",00:11:01.340,00:11:06.100
"erleben und deswegen denke ich muss man
da um vor allen dingen sensibilität",00:11:06.100,00:11:12.440
"werben wir werden diese kontakt
beschränkung reduzieren weil wir auch da",00:11:12.440,00:11:17.900
"sehen die ansteckungsgefahr deutlich
abgenommen",00:11:17.900,00:11:21.320
"wir wollen auch in diesem bereich wieder
mehr ermöglichen und da liegt es bei",00:11:21.320,00:11:26.000
"jedem selbst genauso wie er sich die
frage stellen muss ob man sich in eine",00:11:26.000,00:11:30.740
"schlange vor einem supermarkt steht wo
jeder weiß anderthalb meter und manchmal",00:11:30.740,00:11:34.910
"wird sie doch nicht eingehalten muss ich
das machen ja",00:11:34.910,00:11:38.360
"genau so ist die frage ist es jetzt
wirklich klug eine familienfeier",00:11:38.360,00:11:43.710
"vielleicht zu organisierenden einigen
wochen für den 90 jährigen großvater",00:11:43.710,00:11:48.800
"zudem aus der ganzen republik die
verwandten und bekannten kommen kann man",00:11:48.800,00:11:54.420
"vielleicht in einigen wochen wieder
machen aber soll man es wirklich tun",00:11:54.420,00:11:58.260
"oder wollen wir nicht lieber warten bis
wir den impfstoff haben bis entweder ein",00:11:58.260,00:12:03.150
"großer teile menschen geimpft sind oder
wir insgesamt die krankheit im",00:12:03.150,00:12:06.660
"wesentlichen besiegt haben das wäre mein
rad wir sind in der situation dass durch",00:12:06.660,00:12:13.380
"dieses gerät die geringe
wahrscheinlichkeit infiziert zu werden",00:12:13.380,00:12:17.810
"wir wieder stärker umstellen müssen
von dem schutz der allgemeinen",00:12:17.810,00:12:23.430
"bevölkerung durch den staat hin zu einer
eigenen verantwortung jedes einzelnen",00:12:23.430,00:12:29.480
"für sich und sein umfeld und nur dann
wenn tatsächlich in an einer stelle ganz",00:12:29.480,00:12:36.120
"viele krankheiten auftreten werden wir
die maßnahmen zurück drehen wird es",00:12:36.120,00:12:40.710
"wieder unterbrechungen des schulbetriebs
geben der kindergärten vielleicht auch",00:12:40.710,00:12:43.650
"kontakt beschränkung aber dann regional
sehr vor ort also es kommt darauf an wie",00:12:43.650,00:12:48.570
"wir damit umgehen also die familienfeier
große familienfeier für den 90 jährigen",00:12:48.570,00:12:53.670
"opa es natürlich die eine sache aber
einzel kontakte zwischen eben den enkeln",00:12:53.670,00:12:58.230
"und dem 90 jährigen opa würden sie sagen
das ist wieder möglich in absehbarer",00:12:58.230,00:13:02.310
"zeit weil der umkehrschluss wäre jetzt
zu warten bis ein impfstoff gefunden ist",00:13:02.310,00:13:07.080
"und das ist glaube für viele familien
schwierig wir haben es derzeit bei uns",00:13:07.080,00:13:10.800
"zu hause nicht
wir haben sonst immer großen austausch",00:13:10.800,00:13:16.199
"der kinder mit den großeltern gehabt
haben es derzeit nicht und haben das",00:13:16.199,00:13:20.790
"eigentlich auch für die nächste zeit
nicht vor",00:13:20.790,00:13:23.360
"na gut ich erlebe natürlich sehr viel
ich würde viel herangetragen ich kenne",00:13:23.360,00:13:28.470
"natürlich genau diese fälle wo die
kinder die krankheit mitgebracht haben",00:13:28.470,00:13:33.930
"aus dem skiurlaub und dann die älteren
leute infiziert waren schweren",00:13:33.930,00:13:38.519
"krankheitsverlauf das wollen wir gerne
unseren leuten ersparen",00:13:38.519,00:13:42.959
"wir werden in einigen wochen in
absehbarer zeit dazu anderen regeln",00:13:42.959,00:13:49.620
"kommen
wir haben ja heute schon in sachsen die",00:13:49.620,00:13:52.829
"kontakt beschränkungen so dass nicht nur
eine person zu besuch kommen darf",00:13:52.829,00:13:57.899
"sondern ein paar wir werden dann eine
lockerung haben und dann sind auch",00:13:57.899,00:14:01.829
"familienfeiern möglich dann ist auch der
besuch der enkel und der großeltern",00:14:01.829,00:14:06.300
"möglich und dann liegt es bei jedem
selbst ob es verantwortungsbewusst ist",00:14:06.300,00:14:10.709
"oder nicht
wer etwa beim thema familie im weitesten",00:14:10.709,00:14:15.810
"sinne kitas und schulen
die schulen haben heute wieder heute",00:14:15.810,00:14:20.009
"haben jetzt die dafür einige kinder
zumindest geöffnet eine gruppe die dabei",00:14:20.009,00:14:24.660
"ein bisschen zu kurz kommt sind die
behinderten kinder",00:14:24.660,00:14:27.689
"das fragt jetzt auch jana luna was
passiert mit den behinderten kindern",00:14:27.689,00:14:31.350
"mein sohn ist schwerbehindert und geht
in die zweite klasse nirgends im netz",00:14:31.350,00:14:35.160
"ist irgendwas zu finden was mit den
schulen für geistig und körperlich",00:14:35.160,00:14:37.860
"behinderte passiert es sind doch die
schwächsten unserer gesellschaft und",00:14:37.860,00:14:41.670
"bedürfen besonderen schutz
können sie diesen eltern hoffnung machen",00:14:41.670,00:14:44.939
"ja also wir haben auch da den stufenplan
der abfahrt am 20 april begonnen es sind",00:14:44.939,00:14:50.160
"wir am 4.6 und werden morgen mit dem
kultusminister sprechen wie die anderen",00:14:50.160,00:14:58.110
"jahrgänge in die schule kommen
das wird nicht so sein dass alle zur",00:14:58.110,00:15:03.449
"gleichen zeit kommen können wir werden
also dass in einem schichtbetrieb machen",00:15:03.449,00:15:09.860
"abwechseln zwischen präsenz in der
schule dass die anzahl derjenigen jeder",00:15:09.860,00:15:14.699
"im klassenzimmer sind muss begrenzt sein
das haben wir jetzt schon",00:15:14.699,00:15:19.339
"prüfungssituation und einer zuhause
beschulung aber auch mit hochbetrieb den",00:15:19.339,00:15:26.339
"wir dann wieder hochfahren wollen bitte
ein bisschen geduld aber in den nächsten",00:15:26.339,00:15:31.709
"zwei wochen haben wir auch das thema
geklärt gehen ja auch die zuschauer von",00:15:31.709,00:15:35.519
"sachsen fernsehen haben fragen
eingereicht jetzt geht es um die kitas",00:15:35.519,00:15:39.240
"kathleen weiß man will wissen wann
werden die bestimmungen für die kita",00:15:39.240,00:15:42.779
"gelockert was ist mit den sozialen
kontakten für die zwerge",00:15:42.779,00:15:45.809
"was nützt es wenn weitere geschäfte
öffnen dürfen aber man sein kind nicht",00:15:45.809,00:15:49.529
"in die kita schicken war also der beim
thema kindergarten vorausgeschickt",00:15:49.529,00:15:55.730
"400.000 kleine menschen plus
erzieherinnen und erzieher also eine",00:15:55.730,00:16:00.660
"sehr sehr große zahl an menschen die
sich begegnen an sozialen kontakten",00:16:00.660,00:16:07.730
"etwas einfacher weil es keine
schulpflicht gibt etwas schwieriger weil",00:16:07.730,00:16:14.000
"gerade die ganz kleinen natürlich nicht
auf abstand zu halten sind und sich",00:16:14.000,00:16:18.959
"nicht an regeln in dem sinne halten weil
man da auch nicht mit maske arbeiten",00:16:18.959,00:16:25.079
"kann und deswegen war damals der rat
auch alle ministerpräsidenten",00:16:25.079,00:16:31.500
"lass uns da vorsichtig sein was passiert
wenn wir feststellen würden diese",00:16:31.500,00:16:37.230
"krankheit ist extrem gefährlich wir
haben sie bisher noch nicht bei den",00:16:37.230,00:16:40.559
"kindern so gesehen sie können sie gut
übertragen wir würden uns alle große",00:16:40.559,00:16:44.880
"vorwürfe machen
mittlerweile gibt es viele studien aus",00:16:44.880,00:16:48.990
"island aus den niederlanden die zeigen
wir wissen dass das infektions verhalten",00:16:48.990,00:16:55.559
"bei kindern gering ist dass es auch sehr
selten vorkommt dass kinder erwachsene",00:16:55.559,00:17:02.040
"anstecken der krankheitsverlauf ist in
aller regel auch wesentlich harmloser",00:17:02.040,00:17:08.100
"als bei älteren menschen
und von daher können wir wieder stärker",00:17:08.100,00:17:14.420
"einsteigen
wir haben im freistaat sachsen ja immer",00:17:14.420,00:17:17.540
"die notbetreuung gehabt für diejenigen
die arbeiten gehen mussten und mit jeder",00:17:17.540,00:17:22.040
"gruppe die wir neu in das arbeitsleben
zurückgeführt haben in den einzelhandel",00:17:22.040,00:17:26.960
"beispielsweise oder jetzt in den
dienstleistungen haben wir auch die",00:17:26.960,00:17:29.930
"möglichkeiten erweitert sind also schon
nicht mehr in dem eigentlichen modell",00:17:29.930,00:17:34.730
"der notbetreuung mit vier oder fünf
prozent oder wir sind schon in vielen",00:17:34.730,00:17:40.160
"fällen bei 20 prozent und darüber
und jetzt geht es weiter wir wollen am",00:17:40.160,00:17:45.980
"mittwoch mit den regierungschefs der
anderen bundesländern und der",00:17:45.980,00:17:49.850
"bundesregierung über kriterien sprechen
wie viel kinder dürfen maximal in einer",00:17:49.850,00:17:56.690
"gruppe sein
ein vorschlag ist maximal 10",00:17:56.690,00:18:01.630
"welche kriterien soll es sonst noch
geben beispielsweise dass diese gruppen",00:18:01.630,00:18:06.650
"immer gleich sind dass sie nicht
durchmischt werden dass es auch während",00:18:06.650,00:18:10.790
"des betriebs vermieden oder verhindert
wird dass diese gruppe mit einer anderen",00:18:10.790,00:18:15.140
"kontakt kommt so dass man da einmal die
nachverfolgung gut organisieren kann und",00:18:15.140,00:18:21.950
"dass man auch verhindert dass
erkrankungen jetzt von anderen",00:18:21.950,00:18:25.370
"erwachsenen damit rein kommen das wollen
wir gerne am mittwoch abschließen und",00:18:25.370,00:18:31.550
"dann mit den trägern mit dem städte- und
gemeindetag mit dem landkreistag über",00:18:31.550,00:18:37.340
"einen fahrplan reden so dass wir dann
auch in ganz kurzer zeit in wenigen",00:18:37.340,00:18:42.790
"wochen vielleicht auch tagen nicht mehr
diese woche vielleicht auch nicht",00:18:42.790,00:18:48.740
"nächste aber denen die woche drauf
wieder in den nächsten schritt machen",00:18:48.740,00:18:52.490
"können und in eine weitere betreibung
betreuung kommen müssen ist nicht ganz",00:18:52.490,00:18:56.600
"einfach weil die gruppengrößen zum teil
größer sind und während wir dann",00:18:56.600,00:19:02.810
"zusätzliche räume dann auch zusätzliches
personal brauchen",00:19:02.810,00:19:06.080
"aber wir sind auf dem weg dahin und
haben uns das fest vorgenommen für den",00:19:06.080,00:19:10.940
"mai aufzuklären
aber das bedeutet ja einige werden",00:19:10.940,00:19:14.330
"trotzdem noch hinten runter fallen
riesige sagt haben es kommen wir jetzt",00:19:14.330,00:19:17.150
"nicht plötzlich mehr erzieher mehr räume
dazu also einige werden weiterhin auch",00:19:17.150,00:19:20.840
"nicht gehen können
naja es gibt mehrere aspekte nicht und",00:19:20.840,00:19:24.320
"am ende muss es immer jemand geben der
die verantwortung trägt und das ist am",00:19:24.320,00:19:28.940
"ende
die sächsische staatsregierung es gibt",00:19:28.940,00:19:31.640
"auf der einen seite diejenigen die
unbedingt wollen dass die kinder in den",00:19:31.640,00:19:34.460
"kindergarten gehen versteht
verständlichen gründen",00:19:34.460,00:19:37.100
"es gibt eltern die sich sorgen machen
und die mit dieser neuen grundsätzlichen",00:19:37.100,00:19:44.540
"regelung kindergartenbesuch ist möglich
auch die annahme verbinden dass dieser",00:19:44.540,00:19:48.860
"besuch sicher ist und das gleiche gilt
natürlich für die beschäftigten die erst",00:19:48.860,00:19:53.900
"recht wissen wollen ist es sicher und
zwar auch für mich als beschäftigten und",00:19:53.900,00:19:59.690
"diese fragen müssen wir klären und am
ende darf niemand herunterfallende",00:19:59.690,00:20:05.960
"brauchen eine regelung die für alle eine
möglichkeit erschafft wenn wenn die",00:20:05.960,00:20:11.090
"komplette betreuung möglich ist umso
besser ansonsten müssen wir die zeiten",00:20:11.090,00:20:15.380
"etwas reduzieren oder von denen tagen
das sortieren das muss man dann",00:20:15.380,00:20:18.920
"miteinander besprechen
ja im livestream erreichen uns auch ganz",00:20:18.920,00:20:23.840
"viele aktuelle fragen
wir haben am anfang schon mal über die",00:20:23.840,00:20:27.320
"mund und nase masken gesprochen sigrid
nemetschek will ganz einfach wissen wie",00:20:27.320,00:20:31.790
"lange besteht die masken vielleicht noch
ich finde den mund und nasenschutz ist",00:20:31.790,00:20:37.610
"wirklich ein einfaches für jeden aber
praktikables mittel und ich finde wir",00:20:37.610,00:20:43.310
"sollten das anwenden ich habe da jetzt
nicht einen anlass über einen zeitraum",00:20:43.310,00:20:48.500
"zu reden indem das abgeschafft wird und
auch die anderen staaten rings um uns",00:20:48.500,00:20:52.550
"herum tschechien polen frankreich
italien gehen ja diesen weg österreich",00:20:52.550,00:20:58.820
"ich würd mal sagen lassen sie uns mal
darauf einstellen dass das auch für eine",00:20:58.820,00:21:04.610
"absehbare zeit mit zum alltag gehört
recht lange absehbare zeit bedeutet",00:21:04.610,00:21:09.460
"wahrscheinlich bis es einen impfstoff
gibt oder dem thema impfstoff wird ja",00:21:09.460,00:21:13.269
"auch viel eingeheimst ich habe jetzt am
wochenende das eine oder andere gehört",00:21:13.269,00:21:17.799
"haben auch angeschrieben worden so eine
art impfzwang immer deutlich sagen das",00:21:17.799,00:21:24.369
"ist unfug
niemand wird in der bundesrepublik",00:21:24.369,00:21:27.519
"deutschland gegen seinen willen geimpft
das gab es nicht und es wird es auch in",00:21:27.519,00:21:32.950
"der zukunft nicht geben
und auch dieses gerede dass diejenigen",00:21:32.950,00:21:36.940
"die nicht geimpft sind abgesehen davon
wir haben überhaupt kein impfstoff aber",00:21:36.940,00:21:40.960
"so haben wir für den fall aus dass es
kommt dass diejenigen die sich nicht",00:21:40.960,00:21:44.889
"impfen lassen aus welchen gründen auch
immer dann ein ihre grundrechte",00:21:44.889,00:21:50.229
"verlieren wollen ist genauso großer
unsinn und lassen sie uns gemeinsam auf",00:21:50.229,00:21:54.549
"solchen leuten entgegen treten
ich bin jemand der technischen",00:21:54.549,00:22:00.399
"fortschritt und auch der medizin sehr
offen gegenüber steht ich wäre wenn",00:22:00.399,00:22:04.749
"deutsche behörden einen impfstoff
genehmigen einer der ersten der sich",00:22:04.749,00:22:08.619
"impfen lassen würde
aber ich werde genauso dafür eintreten",00:22:08.619,00:22:12.519
"dass jemand der das nicht würde das für
sich ausschließt der nicht die gezwungen",00:22:12.519,00:22:16.749
"werden kann dass so etwas möglich
wir haben schon mal über familienfeste",00:22:16.749,00:22:22.239
