text,start,stop
It's quite interesting.,00:09:15.320,00:09:16.540
"While sorry I can't share too many
details",00:09:17.110,00:09:19.090
but it is,00:09:19.120,00:09:20.680
quite good to get,00:09:20.970,00:09:22.660
that insight.,00:09:22.870,00:09:23.645
"Yeah, definitely.",00:09:24.130,00:09:25.320
I know you will obviously,00:09:25.530,00:09:27.309
be restricted.,00:09:27.790,00:09:28.540
I totally understand,00:09:28.780,00:09:29.220
"with the amount of details,",00:09:30.200,00:09:31.210
but the project that,00:09:31.240,00:09:33.060
"you mentioned,",00:09:33.070,00:09:34.030
is some key aspects you can,00:09:34.360,00:09:36.610
tell us about that really,00:09:38.230,00:09:40.150
set it apart from other projects,00:09:40.320,00:09:42.700
to get that six start rating?,00:09:42.970,00:09:44.401
Well there's,00:09:44.670,00:09:45.180
many different aspects,00:09:46.570,00:09:48.430
"to it. And they range,",00:09:48.490,00:09:50.050
obviously it's an environmental,00:09:50.060,00:09:51.760
rating. Well,00:09:52.010,00:09:52.060
"at least that's how many people
understand",00:09:53.980,00:09:55.389
"it. However it actually goes far
beyond",00:09:56.020,00:09:58.240
"the environmental aspect of it,",00:09:58.300,00:09:59.860
it goes on to,00:10:00.820,00:10:02.370
"the community aspect,",00:10:02.770,00:10:03.399
to the economic aspect.,00:10:03.790,00:10:05.770
So our commitments,00:10:06.280,00:10:07.560
and therefore our initiatives,00:10:08.340,00:10:10.330
on the ground they,00:10:10.410,00:10:12.190
range from,00:10:12.340,00:10:13.390
something like a solar battery,00:10:14.410,00:10:16.029
"storage, which we have on",00:10:16.420,00:10:18.109
site at the moment.,00:10:18.330,00:10:19.540
It's a trial in Australia,00:10:19.960,00:10:21.369
which is unique,00:10:21.790,00:10:23.560
and we are conducting,00:10:24.040,00:10:25.569
that in collaboration,00:10:26.140,00:10:27.009
with various government agencies,00:10:27.700,00:10:29.049
or service providers here in WA.,00:10:29.680,00:10:30.880
That's one of the,00:10:32.020,00:10:33.750
highlights of the project.,00:10:34.420,00:10:36.210
So we mandate solar,00:10:36.250,00:10:38.470
hot water systems,00:10:38.740,00:10:39.129
"and solar PV systems on every single
home.",00:10:39.610,00:10:41.860
That's one,00:10:42.760,00:10:44.360
thing.,00:10:44.620,00:10:44.980
The other one is of course,00:10:45.140,00:10:47.140
the use of recycled materials,00:10:47.560,00:10:50.050
onsite.,00:10:50.130,00:10:50.660
We have a recycling program,00:10:51.130,00:10:52.929
"in place, which the builders",00:10:53.440,00:10:55.600
can utilise on site,00:10:55.780,00:10:57.940
so that diverts landfill.,00:10:58.210,00:10:59.710
Up to 90% of construction,00:11:00.050,00:11:01.950
waste is diverted from landfill.,00:11:01.955,00:11:03.580
You know the list goes on,00:11:04.270,00:11:05.919
"and on. I could talk for a very long
time.",00:11:06.070,00:11:08.120
But we have got a designated,00:11:08.200,00:11:10.020
sustainability manager who manages,00:11:10.260,00:11:12.750
our commitment,00:11:13.050,00:11:13.860
that we have in terms of,00:11:15.320,00:11:16.980
maintaining that credit.,00:11:17.220,00:11:18.610
And she is sort of the interface,00:11:18.900,00:11:20.519
between us and the GBCA.,00:11:21.030,00:11:22.100
But it's very much something,00:11:23.130,00:11:25.020
"as a project team,",00:11:25.440,00:11:27.010
if you have a rating,00:11:27.390,00:11:28.405
or certification like like a,00:11:28.530,00:11:30.420
"6-star Green Star Rating,",00:11:30.430,00:11:31.400
it's not something that you can,00:11:32.130,00:11:33.810
just achieve,00:11:33.990,00:11:35.040
and then you drop it.,00:11:35.370,00:11:37.120
It's an ongoing commitment,00:11:37.630,00:11:39.900
and it requires,00:11:40.050,00:11:41.400
"buy in from everybody at any point
in",00:11:42.030,00:11:43.799
time because it is sometimes,00:11:43.890,00:11:46.020
"a bit restrictive in the decisions
that",00:11:46.200,00:11:47.999
you can make whilst you're,00:11:48.180,00:11:50.010
developing a projects.,00:11:50.310,00:11:51.630
"Because you've made that commitment
so you",00:11:51.960,00:11:53.549
obviously need to make sure,00:11:54.090,00:11:55.769
that there's no breach,00:11:56.100,00:11:57.689
of that.,00:11:58.020,00:11:58.530
So as a result you need,00:11:58.980,00:12:00.830
"people who are committed,",00:12:00.870,00:12:01.679
"who are driven and understand the
importance",00:12:02.100,00:12:03.629
"of it because what we've found is
that often",00:12:04.290,00:12:06.510
people don't necessarily,00:12:06.870,00:12:08.219
understand what it actually,00:12:08.940,00:12:10.649
means to try to develop a carbon,00:12:11.010,00:12:12.629
neutral green field development.,00:12:13.080,00:12:15.420
So there is a lot of education that,00:12:15.900,00:12:17.519
still needs to take place,00:12:17.760,00:12:19.650
as well.,00:12:20.070,00:12:20.550
But getting back to Smart,00:12:20.880,00:12:22.700
"components,",00:12:23.100,00:12:23.990
the fact that we have got fibre to,00:12:24.480,00:12:26.220
"every single home here at Alkimos
Beach",00:12:26.760,00:12:28.340
and really good connectivity,00:12:29.190,00:12:31.200
"and Wi-Fi coverage,",00:12:31.590,00:12:33.030
then of course enables us to,00:12:33.210,00:12:35.250
rollout technologies that,00:12:35.520,00:12:37.259
we may be working on to make,00:12:37.500,00:12:39.149
the city or the area,00:12:39.420,00:12:40.950
more Smart,00:12:41.610,00:12:42.370
"Yeah, cool.",00:12:42.520,00:12:42.570
"Can you give us an example of some
of the",00:12:43.680,00:12:45.540
Smart tech you're thinking,00:12:45.550,00:12:47.099
"about implementing,",00:12:47.460,00:12:47.699
"or some of the Smart tech,",00:12:48.390,00:12:49.045
"even if it's not in this projuct,",00:12:49.410,00:12:50.936
"some of the Smart tech that you
think is interesting",00:12:51.380,00:12:53.630
that should be implemented?,00:12:53.640,00:12:54.840
Yeah well that,00:12:55.200,00:12:57.060
I guess will very quickly go,00:12:57.090,00:12:58.829
on for me to share a challenge,00:12:59.070,00:13:01.320
I guess with you.,00:13:01.350,00:13:02.190
For example Smart bins is,00:13:03.540,00:13:05.249
something that we see elsewhere,00:13:05.430,00:13:07.109
in the world already implemented,00:13:07.590,00:13:09.210
and we sometimes,00:13:09.630,00:13:10.919
run into problems,00:13:11.640,00:13:12.059
with local governments,00:13:12.510,00:13:13.740
to actually see the value,00:13:14.370,00:13:16.590
in Smart bins in their parks.,00:13:16.710,00:13:18.690
Because every park that we develop,00:13:18.960,00:13:21.120
in a project will then eventually,00:13:21.300,00:13:23.069
be handed over to the respective,00:13:23.640,00:13:25.680
council.,00:13:26.310,00:13:26.910
Now if they don't see value in,00:13:27.240,00:13:28.559
those assets they may,00:13:29.100,00:13:31.110
not want those assets in their parks,00:13:32.010,00:13:34.200
basically.,00:13:34.230,00:13:34.910
So whilst this is,00:13:35.370,00:13:37.260
"just to give you that example of
Smart bins,",00:13:37.320,00:13:39.142
"that's something that we really want
to drive.",00:13:39.480,00:13:41.560
And we know that in other,00:13:41.940,00:13:43.499
areas in Australia this is less,00:13:43.800,00:13:45.419
of a problem.,00:13:45.660,00:13:46.360
But certainly here in WA,00:13:46.740,00:13:47.960
"we're still having to-- With this
particular",00:13:48.870,00:13:51.060
council there's still a bit of,00:13:51.300,00:13:53.040
consultation that needs to occur.,00:13:53.970,00:13:55.980
And then of course you,00:13:56.370,00:13:58.020
talk about Smart poles.,00:13:58.850,00:14:00.243
So the ability to install,00:14:00.450,00:14:02.790
light poles that not only,00:14:02.880,00:14:04.590
"are Smart in their energy
efficiency,",00:14:05.020,00:14:07.110
"like LEDs, but also",00:14:07.440,00:14:09.000
"record traffic data,",00:14:09.450,00:14:11.580
they might record the wind direction,00:14:11.780,00:14:14.070
which is important to inform,00:14:14.100,00:14:16.260
the sand drift management,00:14:16.710,00:14:19.080
strategy,00:14:19.440,00:14:20.250
and things like that.,00:14:20.970,00:14:21.780
So yes there is quite,00:14:21.810,00:14:23.549
a bit of technology already,00:14:23.790,00:14:25.379
available,00:14:25.710,00:14:26.460
and we're certainly,00:14:26.820,00:14:28.379
"watching that space very closely to
see",00:14:28.830,00:14:30.509
what we can implement.,00:14:30.780,00:14:31.800
Yeah definitely.,00:14:32.040,00:14:33.030
Let's focus on Western Australia.,00:14:33.300,00:14:35.310
"Do you think that Western Australia
ranks",00:14:35.350,00:14:37.590
"fairly high when it comes to Smart
Cities",00:14:38.220,00:14:39.830
or certain aspects of Smart Cities?,00:14:40.170,00:14:41.630
Well certain aspects yes.,00:14:42.180,00:14:43.610
I mean there are areas in WA,00:14:43.740,00:14:45.840
that are extremely progressive,00:14:46.250,00:14:48.030
"and I'm maybe biased because I
happen",00:14:48.060,00:14:49.769
to live in Fremantle,00:14:49.980,00:14:50.940
"but the city of Fremantle is
actually",00:14:50.970,00:14:52.559
quite progressive.,00:14:52.950,00:14:53.880
They also have a One,00:14:54.110,00:14:55.910
Planet Living certification,00:14:56.070,00:14:57.720
and of course the very famous,00:14:57.750,00:15:00.120
"White Gum Valley Project,",00:15:00.210,00:15:01.680
"which trials a whole range of
different",00:15:02.340,00:15:04.230
innovative things,00:15:04.410,00:15:05.350
with the CRC,00:15:05.480,00:15:07.440
for low carbon living,00:15:07.740,00:15:08.820
and those examples really,00:15:09.390,00:15:11.430
provide a bit of hope,00:15:11.550,00:15:13.500
I guess in that there,00:15:13.680,00:15:15.449
is a recognition of,00:15:15.720,00:15:17.280
"the need for action among
government.",00:15:18.000,00:15:20.220
I would say however that,00:15:20.730,00:15:22.470
in Australia generally,00:15:22.710,00:15:24.510
we're probably ranking,00:15:24.720,00:15:26.262
maybe mid level when it,00:15:26.730,00:15:28.439
comes to our commitment,00:15:28.560,00:15:30.329
to driving Smart cities.,00:15:30.870,00:15:32.600
"Certainly when you compare it to,",00:15:32.640,00:15:34.410
"say Europe,",00:15:34.530,00:15:35.670
where the EU as a body,00:15:36.150,00:15:38.010
really drives it through initiatives,00:15:38.160,00:15:40.470
"like the Climate-KIC,",00:15:40.530,00:15:41.090
the Europe,00:15:41.940,00:15:43.830
"Innovation Partnership,",00:15:43.860,00:15:44.810
I think it's called EIP.,00:15:44.766,00:15:46.580
And they have long accepted,00:15:47.340,00:15:49.139
that climate change exists,00:15:49.650,00:15:51.300
and they have prioritised I guess,00:15:51.390,00:15:53.130
actions to mitigate the,00:15:53.790,00:15:55.559
risk of climate change.,00:15:55.680,00:15:57.090
And that I think has,00:15:57.460,00:15:59.129
yet to happen,00:15:59.340,00:16:00.300
to that degree in Australia.,00:16:01.530,00:16:03.780
Yeah definitely.,00:16:04.050,00:16:05.160
So you see the,00:16:05.620,00:16:06.660
Smart City space as kind of an,00:16:07.470,00:16:08.860
integration between,00:16:09.580,00:16:10.840
sustainability,00:16:12.580,00:16:12.630
"and innovation,",00:16:13.660,00:16:14.790
would that be about right?,00:16:14.950,00:16:15.740
"Yeah I think that's a really good
point.",00:16:16.270,00:16:17.770
And I think that-- I,00:16:18.280,00:16:20.079
"mean, innovation",00:16:20.140,00:16:21.610
and Smart,00:16:22.150,00:16:22.770
"and sustainability have sort of gone
through that",00:16:22.960,00:16:24.759
cycle of being buzzwords.,00:16:24.850,00:16:25.890
And there's a lot of greenwash,00:16:27.170,00:16:29.080
"and there will be a lot of-- I don't
know,",00:16:29.370,00:16:30.879
what would be the equivalent term,00:16:30.880,00:16:32.439
for what green wash would be for,00:16:32.800,00:16:34.690
Smart. Maybe Smartwash?,00:16:34.700,00:16:35.860
But I think that,00:16:37.480,00:16:39.220
"you've got to be really really
careful as well",00:16:39.760,00:16:41.529
as how to use those terms.,00:16:41.830,00:16:43.360
But what I also,00:16:43.420,00:16:44.859
think it's you know innovation.,00:16:45.250,00:16:47.440
"In Australia quite often we get
really",00:16:47.860,00:16:49.629
excited about things that we,00:16:49.900,00:16:51.339
consider innovative,00:16:51.760,00:16:52.720
"and yes they're quite innovative for
Australia.",00:16:52.750,00:16:55.080
But if we apply a broader,00:16:55.360,00:16:57.400
lens,00:16:57.490,00:16:58.090
and look to other countries then,00:16:58.390,00:17:00.700
a lot of what we consider,00:17:00.850,00:17:02.590
innovative is BAU,00:17:02.740,00:17:04.550
in other countries,00:17:05.920,00:17:07.119
where sustainability,00:17:07.750,00:17:08.108
"and innovation is already part of
the culture.",00:17:08.859,00:17:10.960
So we are such a Smart country in,00:17:11.319,00:17:13.269
"Australia,",00:17:13.270,00:17:13.960
really you know benefiting from,00:17:14.140,00:17:15.939
so many different backgrounds,00:17:16.240,00:17:18.250
culturally and,00:17:18.280,00:17:19.309
and I guess a professional point,00:17:19.369,00:17:21.129
of view.,00:17:21.400,00:17:21.870
"I really think that there's
potential",00:17:22.300,00:17:24.549
for us to be a leader,00:17:24.550,00:17:26.919
of Smart Cities once we we,00:17:27.099,00:17:28.930
have a shift of mindset,00:17:29.160,00:17:30.550
and concentrate our efforts,00:17:30.670,00:17:32.080
and decide where we want to go as a,00:17:32.530,00:17:34.329
country.,00:17:34.390,00:17:34.870
Yeah definitely.,00:17:35.110,00:17:36.100
"So do you think that Western
Australia is a good",00:17:36.350,00:17:38.019
place to pilot,00:17:38.260,00:17:40.330
Smart tech,00:17:40.460,00:17:41.229
and Smart concepts?,00:17:41.680,00:17:42.862
You know are they quite progressive,00:17:44.070,00:17:46.130
policy and regulation?,00:17:47.110,00:17:48.760
Well I think that,00:17:48.950,00:17:50.710
we do,00:17:51.230,00:17:53.019
benefit from a number,00:17:53.230,00:17:54.699
of young leaders,00:17:55.150,00:17:56.890
or emerging leaders.,00:17:57.340,00:17:58.690
I don't know what is the right term,00:17:58.810,00:18:00.520
in the government in,00:18:01.350,00:18:02.739
Australia. So we have obviously,00:18:03.190,00:18:04.869
"had a change of government recently,",00:18:05.290,00:18:07.570
"although I can't vote,",00:18:07.900,00:18:09.342
not being a citizen.,00:18:09.490,00:18:10.750
But there is certainly,00:18:11.830,00:18:14.110
great opportunity for change,00:18:14.520,00:18:15.920
and we are already seeing that.,00:18:15.930,00:18:17.230
"So I think,",00:18:17.440,00:18:18.220
"to answer your question,",00:18:18.250,00:18:19.120
yes there is great opportunity,00:18:19.150,00:18:20.289
here.,00:18:21.070,00:18:21.640
I really think that,00:18:21.880,00:18:23.670
