text,start,stop
"c0-1.475-0.649-2.024-2.349-2.024h-2.35v4.299H34.642z""/&gt;
&lt;/svg&gt;",00:04:35.139,00:04:36.229
"&lt;span id=""textlogo""&gt;NDR&lt;/span&gt;
&lt;/a&gt;",00:04:36.229,00:04:37.850
"&lt;div id=""radiotvlink"" title=""zur Navigation
Radio &amp; TV""&gt;&lt;a href=""#""&gt;&lt;span class=""ndricon_chev-down""&gt;&lt;/span&gt;",00:04:37.850,00:04:42.190
"RADIO &amp; TV&lt;/a&gt;&lt;/div&gt;
&lt;div id=""menuburger""&gt;&lt;a href=""#"" title=""zur",00:04:42.190,00:04:45.449
"Hauptnavigation""&gt;&lt;div class=""burger""&gt;&lt;span
class=""ndricon_burger""&gt;&lt;/span&gt;&lt;/div&gt;&lt;/a&gt;&lt;/div&gt;",00:04:45.449,00:04:47.069
"&lt;div class=""main""&gt;
&lt;div class=""gradient_menu""&gt;&lt;/div&gt;",00:04:47.069,00:04:49.240
"&lt;div id=""burgermenu""&gt;
&lt;div class=""close""&gt;",00:04:49.240,00:04:51.410
"&lt;a href=""#"" title=""Navigation des Hauptmenüs
schließen""&gt;&lt;span class=""ndricon_x""&gt;&lt;/span&gt;&lt;/a&gt;",00:04:51.410,00:04:55.210
"&lt;/div&gt;
&lt;div class=""searchwrapper""&gt;",00:04:55.210,00:04:56.840
"&lt;div id=""suche"" class=""mobile""&gt;
&lt;a href=""#"" title=""zur Suche""&gt;&lt;span class=""ndricon_searchglass""&gt;&lt;/span&gt;&lt;/a&gt;",00:04:56.840,00:05:01.180
"&lt;/div&gt;
&lt;form id=""search"" class=""mobile"" action=""/suche10.html""",00:05:01.180,00:05:03.889
"method=""get""&gt;
&lt;a href=""#"" id=""searchclose"" title=""Suche",00:05:03.889,00:05:06.599
"schließen""&gt;&lt;span class=""ndricon_x""&gt;&lt;/span&gt;&lt;/a&gt;
&lt;label for=""searchword"" class=""invisible""&gt;Suchbegriffe:&lt;/label&gt;",00:05:06.599,00:05:09.310
"&lt;input id=""searchword"" type=""text"" name=""query""
placeholder=""Suche""&gt;",00:05:09.310,00:05:12.029
"&lt;button type=""submit"" title=""Suche starten""&gt;&lt;span
class=""ndricon_searchglass""&gt;&lt;/span&gt;&lt;/button&gt;",00:05:12.029,00:05:14.740
"&lt;/form&gt;
&lt;/div&gt;",00:05:14.740,00:05:15.819
"&lt;nav&gt;
&lt;ul&gt;",00:05:15.819,00:05:16.910
"&lt;li&gt;&lt;a href=""/nachrichten/"" title=""zur Übersichtsseite
Nachrichten""&gt;Nachrichten&lt;/a&gt;&lt;/li&gt;",00:05:16.910,00:05:19.620
"&lt;li&gt;&lt;a href=""/nachrichten/niedersachsen/""
title=""zur Übersichtsseite Niedersachsen""&gt;&lt;span",00:05:19.620,00:05:22.330
"class=""full""&gt;Niedersachsen&lt;/span&gt;&lt;span class=""abbreviated""&gt;NDS&lt;/span&gt;&lt;/a&gt;&lt;/li&gt;
&lt;li&gt;&lt;a href=""/nachrichten/schleswig-holstein/""",00:05:22.330,00:05:24.500
"title=""zur Übersichtsseite Schleswig-Holstein""&gt;&lt;span
class=""full""&gt;Schleswig-Holstein&lt;/span&gt;&lt;span",00:05:24.500,00:05:26.669
"class=""abbreviated""&gt;SH&lt;/span&gt;&lt;/a&gt;&lt;/li&gt;
&lt;li&gt;&lt;a href=""/nachrichten/mecklenburg-vorpommern/""",00:05:26.669,00:05:28.300
"title=""zur Übersichtsseite Mecklenburg-Vorpommern""&gt;&lt;span
class=""full""&gt;Mecklenburg-Vorpommern&lt;/span&gt;&lt;span",00:05:28.300,00:05:30.470
"class=""abbreviated""&gt;MV&lt;/span&gt;&lt;/a&gt;&lt;/li&gt;
&lt;li&gt;&lt;a href=""/nachrichten/hamburg/"" title=""zur",00:05:30.470,00:05:32.639
"Übersichtsseite Hamburg""&gt;&lt;span class=""full""&gt;Hamburg&lt;/span&gt;&lt;span
class=""abbreviated""&gt;HH&lt;/span&gt;&lt;/a&gt;&lt;/li&gt;",00:05:32.639,00:05:34.810
"&lt;/ul&gt;
&lt;ul&gt;",00:05:34.810,00:05:35.889
"&lt;li&gt;&lt;a href=""/sport/"" title=""zur Übersichtsseite
Sport""&gt;Sport&lt;/a&gt;&lt;/li&gt;",00:05:35.889,00:05:38.610
"&lt;li&gt;&lt;a href=""/ratgeber/"" title=""zur Übersichtsseite
Ratgeber""&gt;Ratgeber&lt;/a&gt;&lt;/li&gt;",00:05:38.610,00:05:41.319
"&lt;li&gt;&lt;a href=""/kultur/"" title=""zur Übersichtsseite
Kultur""&gt;Kultur&lt;/a&gt;&lt;/li&gt;",00:05:41.319,00:05:44.030
"&lt;li&gt;&lt;a href=""/geschichte/"" title=""zur Übersichtsseite
Geschichte""&gt;Geschichte&lt;/a&gt;&lt;/li&gt;",00:05:44.030,00:05:46.740
"&lt;/ul&gt;
&lt;ul&gt;",00:05:46.740,00:05:47.830
"&lt;li class=""right""&gt;&lt;a href=""/wetter/"" title=""zur
Übersichtsseite Wetter""&gt;&lt;span class=""abbreviated",00:05:47.830,00:05:51.629
"mobile""&gt;&lt;span class=""ndricon_weather""&gt;&lt;/span&gt;&lt;/span&gt;&lt;span
class=""full""&gt;Wetter&lt;/span&gt;&lt;/a&gt;&lt;/li&gt;",00:05:51.629,00:05:53.250
"&lt;li class=""right""&gt;&lt;a href=""/verkehr/"" title=""zur
Übersichtsseite Verkehr""&gt;&lt;span class=""abbreviated",00:05:53.250,00:05:57.050
"mobile""&gt;&lt;span class=""ndricon_traffic""&gt;&lt;/span&gt;&lt;/span&gt;&lt;span
class=""full""&gt;Verkehr&lt;/span&gt;&lt;/a&gt;&lt;/li&gt;",00:05:57.050,00:05:58.680
"&lt;/ul&gt;
&lt;/nav&gt;",00:05:58.680,00:05:59.759
"&lt;/div&gt;
&lt;div id=""radiotvmenu"" role=""navigation"" &gt;",00:05:59.759,00:06:01.930
"&lt;div class=""close""&gt;
&lt;a href=""#"" role=""button"" title=""Navigation",00:06:01.930,00:06:05.189
"Radio &amp; TV schließen""&gt;&lt;span class=""ndricon_x""&gt;&lt;/span&gt;&lt;/a&gt;
&lt;/div&gt;",00:06:05.189,00:06:07.900
"&lt;nav&gt;
&lt;ul&gt;",00:06:07.900,00:06:08.979
"&lt;li&gt;
&lt;a href=""/fernsehen/"" title=""zur Übersichtsseite",00:06:08.979,00:06:11.699
"Fernsehen""&gt;&lt;span class=""mainradiotv ndricon_video2""&gt;&lt;/span&gt;Fernsehen&lt;/a&gt;
&lt;a href=""/fernsehen/livestream/index.html""",00:06:11.699,00:06:14.410
"class=""streamradiotv tv"" title=""zur Übersichtsseite
Fernsehen""&gt;&lt;span class=""ndricon_livestream""&gt;&lt;/span&gt;&lt;/a&gt;",00:06:14.410,00:06:17.660
"&lt;ul&gt;
&lt;li&gt;&lt;a href=""/fernsehen/sendungen/"" title=""zur",00:06:17.660,00:06:19.830
"Seite Übersicht aller Sendungen""&gt;Übersicht
aller Sendungen&lt;/a&gt;&lt;/li&gt;",00:06:19.830,00:06:23.090
"&lt;li&gt;&lt;a href=""/fernsehen/programm/"" title=""zur
Seite TV-Programm"" &gt;TV-Programm&lt;/a&gt;&lt;/li&gt;",00:06:23.090,00:06:26.340
"&lt;/ul&gt;
&lt;/li&gt;",00:06:26.340,00:06:27.430
"&lt;li&gt;
&lt;a href=""https://www.ardmediathek.de/ndr/""",00:06:27.430,00:06:29.059
"title=""zum NDR in der Mediathek""&gt;&lt;span class=""mainradiotv
ndricon_video3""&gt;&lt;/span&gt;NDR in der Mediathek&lt;/a&gt;",00:06:29.059,00:06:34.080
"&lt;ul&gt;
&lt;li&gt;&lt;a href=""https://www.ardmediathek.de/ndr/shows""",00:06:34.080,00:06:35.389
"title=""Mediathek A-Z""&gt;Mediathek A-Z&lt;/a&gt;&lt;/li&gt;
&lt;li&gt;&lt;a href=""https://www.ardmediathek.de/ndr/program""",00:06:35.389,00:06:37.559
"title=""zur Seite Sendung verpasst""&gt;Sendung
verpasst&lt;/a&gt;&lt;/li&gt;",00:06:37.559,00:06:39.740
"&lt;/ul&gt;
&lt;/li&gt;",00:06:39.740,00:06:40.740
"&lt;li&gt;
&lt;a href=""/radio/"" title=""zur Radio Übersichtsseite""&gt;&lt;span",00:06:40.740,00:06:43.229
"class=""mainradiotv ndricon_radio1""&gt;&lt;/span&gt;Radio&lt;/a&gt;
&lt;ul&gt;",00:06:43.229,00:06:44.529
"&lt;li&gt;&lt;a href=""/ndr1niedersachsen/"" title=""zur
Homepage von NDR 1 Niedersachsen""&gt;NDR 1 Niedersachsen&lt;/a&gt;",00:06:44.529,00:06:48.889
"&lt;a href=""/ndr1niedersachsen/epg/stationndr100-radioplayer.html""
target=""_blank"" class=""streamradiotv listenlive""",00:06:48.889,00:06:51.069
"title=""NDR 1 Niedersachsen Livestream""&gt;&lt;span
class=""ndricon_livestream""&gt;&lt;/span&gt;&lt;/a&gt;",00:06:51.069,00:06:53.240
"&lt;/li&gt;
&lt;li&gt;&lt;a href=""/radiomv/"" title=""zur Homepage",00:06:53.240,00:06:55.419
"von NDR 1 Radio MV""&gt;NDR 1 Radio MV&lt;/a&gt;
&lt;a href=""/radiomv/epg/stationradiomv102-radioplayer.html""",00:06:55.419,00:06:59.779
"target=""_blank"" class=""streamradiotv listenlive""
title=""NDR 1 Radio MV Livestream""&gt;&lt;span class=""ndricon_livestream""&gt;&lt;/span&gt;&lt;/a&gt;",00:06:59.779,00:07:03.699
"&lt;/li&gt;
&lt;li&gt;&lt;a href=""/wellenord/"" title=""zur Homepage",00:07:03.699,00:07:05.879
"von NDR 1 Welle Nord""&gt;NDR 1 Welle Nord&lt;/a&gt;
&lt;a href=""/wellenord/epg/stationwellenord102-radioplayer.html""",00:07:05.879,00:07:12.270
"target=""_blank"" class=""streamradiotv listenlive""
title=""NDR 1 Welle Nord Livestream""&gt;&lt;span",00:07:12.270,00:07:17.710
"class=""ndricon_livestream""&gt;&lt;/span&gt;&lt;/a&gt;
&lt;/li&gt;",00:07:17.710,00:07:19.069
"&lt;li&gt;&lt;a href=""/903/"" title=""zur Homepage von
NDR 90,3""&gt;NDR 90,3&lt;/a&gt;",00:07:19.069,00:07:24.520
"&lt;a href=""/903/epg/stationneunzigdrei102-radioplayer.html""
target=""_blank"" class=""streamradiotv listenlive""",00:07:24.520,00:07:27.919
"title=""NDR 90.3 Livestream""&gt;&lt;span class=""ndricon_livestream""&gt;&lt;/span&gt;&lt;/a&gt;
&lt;/li&gt;",00:07:27.919,00:07:31.319
"&lt;li&gt;&lt;a href=""/ndr2/"" title=""zur Homepage von
NDR 2""&gt;NDR 2&lt;/a&gt;",00:07:31.319,00:07:36.770
"&lt;a href=""/ndr2/epg/stationndrzwei102-radioplayer.html""
target=""_blank"" class=""streamradiotv listenlive""",00:07:36.770,00:07:40.169
"title=""NDR 2 Livestream""&gt;&lt;span class=""ndricon_livestream""&gt;&lt;/span&gt;&lt;/a&gt;
&lt;/li&gt;",00:07:40.169,00:07:43.569
"&lt;li&gt;&lt;a href=""/info/"" title=""zur Homepage von
NDR Info""&gt;NDR Info&lt;/a&gt;",00:07:43.569,00:07:49.020
"&lt;a href=""/info/epg/stationndrinfo102-radioplayer.html""
target=""_blank"" class=""streamradiotv listenlive""",00:07:49.020,00:07:52.419
"title=""NDR Info Livestream""&gt;&lt;span class=""ndricon_livestream""&gt;&lt;/span&gt;&lt;/a&gt;
&lt;/li&gt;",00:07:52.419,00:07:55.819
"&lt;li&gt;&lt;a href=""/ndrkultur/"" title=""zur Homepage
von NDR Kultur""&gt;NDR Kultur&lt;/a&gt;",00:07:55.819,00:08:02.020
"&lt;a href=""/ndrkultur/epg/stationndrkultur102-radioplayer.html""
target=""_blank"" class=""streamradiotv listenlive""",00:08:02.020,00:08:06.789
"title=""NDR Kultur Livestream""&gt;&lt;span class=""ndricon_livestream""&gt;&lt;/span&gt;&lt;/a&gt;
&lt;/li&gt;",00:08:06.789,00:08:11.560
"&lt;li&gt;&lt;a href=""//www.n-joy.de/"" title=""zur Homepage
von N-JOY""&gt;N-JOY&lt;/a&gt;",00:08:11.560,00:08:17.280
"&lt;a href=""https://www.n-joy.de/epg/stationnjoy100-radioplayer.html""
target=""_blank"" class=""streamradiotv listenlive""",00:08:17.280,00:08:22.059
"title=""N-Joy Livestream""&gt;&lt;span class=""ndricon_livestream""&gt;&lt;/span&gt;&lt;/a&gt;
&lt;/li&gt;",00:08:22.059,00:08:25.870
"&lt;li&gt;&lt;a href=""/infospezial/"" title=""zur Homepage
von NDR Info Spezial""&gt;NDR Info Spezial&lt;/a&gt;",00:08:25.870,00:08:35.410
"&lt;a href=""/infospezial/epg/stationinfospezial102-radioplayer.html""
target=""_blank"" class=""streamradiotv listenlive""",00:08:35.410,00:08:40.190
"title=""NDR Info Spezial Livestream""&gt;&lt;span
class=""ndricon_livestream""&gt;&lt;/span&gt;&lt;/a&gt;",00:08:40.190,00:08:42.370
"&lt;/li&gt;
&lt;li&gt;&lt;a href=""/ndrblue/"" title=""zur Homepage",00:08:42.370,00:08:45.110
"von NDR Blue""&gt;NDR Blue&lt;/a&gt;
&lt;a href=""/ndrblue/epg/stationndrblue102-radioplayer.html""",00:08:45.110,00:08:48.390
"target=""_blank"" class=""streamradiotv listenlive""
title=""NDR Blue Livestream""&gt;&lt;span class=""ndricon_livestream""&gt;&lt;/span&gt;&lt;/a&gt;",00:08:48.390,00:08:52.220
"&lt;/li&gt;
&lt;li&gt;&lt;a href=""/ndrplus/"" title=""zur Homepage",00:08:52.220,00:08:54.950
"von NDR Plus""&gt;NDR Plus&lt;/a&gt;
&lt;a href=""/ndrplus/epg/stationndrplus106-radioplayer.html""",00:08:54.950,00:08:58.240
"target=""_blank"" class=""streamradiotv listenlive""
title=""NDR Plus Livestream""&gt;&lt;span class=""ndricon_livestream""&gt;&lt;/span&gt;&lt;/a&gt;",00:08:58.240,00:09:02.060
"&lt;/li&gt;
&lt;/ul&gt;",00:09:02.060,00:09:03.160
"&lt;li&gt;
&lt;a href=""https://www.ardaudiothek.de/"" title=""zur",00:09:03.160,00:09:05.350
"ARD Audiothek"" target=""_blank""&gt;&lt;span class=""mainradiotv
ndricon_ARDaudiothek""&gt;&lt;/span&gt;ARD Audiothek&lt;/a&gt;&lt;/li&gt;",00:09:05.350,00:09:08.630
"&lt;/ul&gt;
&lt;/nav&gt;",00:09:08.630,00:09:09.720
"&lt;/div&gt;
&lt;/div&gt;",00:09:09.720,00:09:10.820
"&lt;/div&gt;
&lt;/header&gt;",00:09:10.820,00:09:11.910
"&lt;div id=""page""&gt;
&lt;a name=""content""&gt;&lt;/a&gt;",00:09:11.910,00:09:14.100
"&lt;div class=""container w100""&gt;
&lt;section class=""w100"" &gt;",00:09:14.100,00:09:16.830
"&lt;div class=""module w100 topteaser"" data-color=col5&gt;
&lt;div class=""modulepadding""&gt;",00:09:16.830,00:09:20.660
"&lt;div class=""teaser"" data-sophora=""coronaliveticker274""
&gt;",00:09:20.660,00:09:22.300
"&lt;div class=""teaserimage""&gt;
&lt;div class=""image-container landscape""&gt;",00:09:22.300,00:09:25.040
"&lt;noscript data-basename=""/nachrichten/info/fleisch582_v-einspaltig.jpg""
data-alt=""Arbeiter in einem Fleischzerlegebetrieb.",00:09:25.040,00:09:28.050
"Im Vordergrund sind Rippen und Bauchfleisch
vom Schwein zu sehen. (Themenbild) &amp;copy;",00:09:28.050,00:09:33.210
"dpa picture alliance Foto: Christian Charisius""
data-title=""Arbeiter in einem Fleischzerlegebetrieb.",00:09:33.210,00:09:37.340
"Im Vordergrund sind Rippen und Bauchfleisch
vom Schwein zu sehen. (Themenbild)"" data-type=""contentklein,contentgross,contentxl,einspaltig,zweispaltig,vierspaltig,thumbnailgross,anderthalbspaltig,fullhd""&gt;",00:09:37.340,00:09:48.640
"&lt;img src=""/nachrichten/info/fleisch582_v-einspaltig.jpg""
data-type=""contentklein,contentgross,contentxl,einspaltig,zweispaltig,vierspaltig,thumbnailgross,anderthalbspaltig,fullhd""",00:09:48.640,00:09:52.770
"alt=""Arbeiter in einem Fleischzerlegebetrieb.
Im Vordergrund sind Rippen und Bauchfleisch",00:09:52.770,00:10:02.250
"vom Schwein zu sehen. (Themenbild) &amp;copy;
dpa picture alliance Foto: Christian Charisius""",00:10:02.250,00:10:14.420
"title=""Arbeiter in einem Fleischzerlegebetrieb.
Im Vordergrund sind Rippen und Bauchfleisch",00:10:14.420,00:10:24.560
"vom Schwein zu sehen. (Themenbild)"" class=""img
resize"" /&gt;",00:10:24.560,00:10:30.240
"&lt;/noscript&gt;
&lt;/div&gt;",00:10:30.240,00:10:31.400
"&lt;div class=""textpadding""&gt;&lt;span class=""icon
icon_video""&gt;&lt;/span&gt;&lt;/div&gt;",00:10:31.400,00:10:33.740
"&lt;div class=""textpadding left""&gt;&lt;span class=""icon
""&gt;&lt;/span&gt;NDR Info&lt;/div&gt;",00:10:33.740,00:10:37.240
"&lt;/div&gt;
&lt;div class=""teaserpadding""&gt;",00:10:37.240,00:10:38.990
"&lt;h2&gt;
&lt;a href=""/nachrichten/info/Coronavirus-Ticker-Die-Lage-im-Norden,coronaliveticker274.html""",00:10:38.990,00:10:40.750
"title=""Zum Artikel: Coronavirus-Ticker: Die
Lage im Norden"" &gt;",00:10:40.750,00:10:44.830
"Corona-Ticker: Schärfere Regeln für Fleischindustrie?
&lt;/a&gt;",00:10:44.830,00:10:48.400
"&lt;/h2&gt;
&lt;div class=""teasertext""&gt;",00:10:48.400,00:10:50.920
