text,start,stop
 ,00:08:08.635,00:08:11.385
 ,00:08:11.385,00:08:13.445
 ,00:08:13.445,00:08:16.465
 ,00:08:16.465,00:08:19.355
 ,00:08:19.355,00:08:22.335
 ,00:08:22.335,00:08:25.315
 ,00:08:25.315,00:08:27.965
 ,00:08:27.965,00:08:30.945
 ,00:08:30.945,00:08:34.045
 ,00:08:34.045,00:08:37.035
 ,00:08:37.035,00:08:39.235
 ,00:08:39.235,00:08:42.095
 ,00:08:42.095,00:08:45.285
 ,00:08:45.285,00:08:48.675
 ,00:08:48.675,00:08:50.835
 ,00:08:50.835,00:08:53.995
 ,00:08:53.995,00:08:56.555
 ,00:08:56.555,00:08:59.415
 ,00:08:59.415,00:09:02.445
 ,00:09:02.445,00:09:05.495
 ,00:09:05.495,00:09:08.495
 ,00:09:08.495,00:09:09.495
 ,00:09:09.855,00:09:12.615
 ,00:09:12.615,00:09:15.525
 ,00:09:15.675,00:09:17.065
 ,00:09:17.625,00:09:20.525
 ,00:09:20.525,00:09:23.535
 ,00:09:23.535,00:09:26.045
 ,00:09:26.045,00:09:28.695
 ,00:09:31.045,00:09:32.485
 ,00:09:35.815,00:09:38.595
 ,00:09:38.595,00:09:41.795
 ,00:09:41.795,00:09:44.765
 ,00:09:44.765,00:09:47.915
 ,00:09:47.915,00:09:50.375
 ,00:09:50.565,00:09:53.235
 ,00:09:53.235,00:09:55.585
 ,00:09:55.585,00:09:58.605
 ,00:09:58.605,00:09:59.975
 ,00:09:59.975,00:10:03.195
 ,00:10:03.595,00:10:06.625
 ,00:10:06.625,00:10:09.445
 ,00:10:09.445,00:10:12.205
 ,00:10:12.205,00:10:14.805
 ,00:10:14.895,00:10:17.895
 ,00:10:17.895,00:10:19.845
 ,00:10:21.195,00:10:24.075
 ,00:10:24.075,00:10:25.185
 ,00:10:25.785,00:10:28.095
 ,00:10:28.095,00:10:30.995
 ,00:10:30.995,00:10:34.055
 ,00:10:34.055,00:10:36.685
 ,00:10:36.685,00:10:39.475
 ,00:10:39.475,00:10:42.495
 ,00:10:42.495,00:10:45.255
 ,00:10:45.255,00:10:48.645
 ,00:10:48.645,00:10:51.745
 ,00:10:51.885,00:10:53.645
 ,00:10:53.995,00:10:56.445
 ,00:10:57.355,00:10:59.075
 ,00:10:59.925,00:11:03.125
 ,00:11:03.405,00:11:04.815
 ,00:11:05.505,00:11:08.535
 ,00:11:08.535,00:11:11.515
 ,00:11:11.515,00:11:14.625
 ,00:11:14.625,00:11:17.685
 ,00:11:17.685,00:11:19.105
 ,00:11:19.635,00:11:22.595
 ,00:11:22.595,00:11:25.465
 ,00:11:26.245,00:11:29.195
 ,00:11:29.195,00:11:30.235
 ,00:11:30.635,00:11:33.845
 ,00:11:36.435,00:11:39.385
 ,00:11:39.385,00:11:42.035
 ,00:11:42.965,00:11:45.985
 ,00:11:46.885,00:11:48.025
 ,00:11:48.345,00:11:50.745
 ,00:11:50.745,00:11:52.955
 ,00:11:53.385,00:11:56.025
 ,00:11:56.605,00:11:58.175
 ,00:11:58.175,00:12:00.985
 ,00:12:00.985,00:12:04.045
 ,00:12:04.045,00:12:06.735
 ,00:12:06.735,00:12:09.945
 ,00:12:09.945,00:12:12.985
 ,00:12:12.985,00:12:16.165
 ,00:12:16.165,00:12:19.475
 ,00:12:19.755,00:12:21.105
 ,00:12:21.685,00:12:24.725
 ,00:12:24.725,00:12:27.625
 ,00:12:27.625,00:12:29.575
 ,00:12:30.075,00:12:32.065
 ,00:12:32.065,00:12:35.115
 ,00:12:35.115,00:12:38.085
 ,00:12:38.085,00:12:40.485
 ,00:12:42.005,00:12:44.125
 ,00:12:45.225,00:12:47.985
 ,00:12:47.985,00:12:51.065
 ,00:12:51.565,00:12:54.505
 ,00:12:54.505,00:12:56.375
 ,00:12:57.455,00:13:00.885
 ,00:13:00.995,00:13:02.995
 ,00:13:03.865,00:13:06.875
 ,00:13:06.875,00:13:09.615
 ,00:13:09.615,00:13:12.645
 ,00:13:12.645,00:13:14.225
 ,00:13:14.785,00:13:18.145
 ,00:13:19.175,00:13:20.905
 ,00:13:21.285,00:13:24.275
 ,00:13:24.275,00:13:25.275
 ,00:13:26.045,00:13:27.045
 ,00:13:27.935,00:13:29.395
 ,00:13:29.395,00:13:32.535
 ,00:13:32.535,00:13:33.735
 ,00:13:35.555,00:13:36.555
 ,00:13:37.615,00:13:38.965
 ,00:13:40.295,00:13:43.245
 ,00:13:43.595,00:13:46.405
 ,00:13:46.405,00:13:48.455
 ,00:13:49.425,00:13:52.235
 ,00:13:52.235,00:13:55.135
 ,00:13:55.695,00:13:58.315
 ,00:13:58.315,00:13:59.845
 ,00:13:59.845,00:14:03.075
 ,00:14:04.065,00:14:05.775
 ,00:14:07.265,00:14:10.025
 ,00:14:10.025,00:14:12.525
 ,00:14:12.885,00:14:15.805
 ,00:14:16.325,00:14:17.325
 ,00:14:18.005,00:14:19.945
 ,00:14:20.805,00:14:22.085
 ,00:14:22.635,00:14:26.025
 ,00:14:26.705,00:14:29.535
 ,00:14:29.535,00:14:32.315
 ,00:14:32.315,00:14:34.365
 ,00:14:34.825,00:14:37.895
 ,00:14:37.895,00:14:39.275
 ,00:14:41.505,00:14:44.445
 ,00:14:44.445,00:14:47.735
 ,00:14:47.735,00:14:51.065
 ,00:14:51.075,00:14:54.035
 ,00:14:54.035,00:14:56.925
 ,00:14:56.925,00:15:00.025
 ,00:15:00.025,00:15:03.195
 ,00:15:03.195,00:15:06.215
 ,00:15:06.215,00:15:07.215
 ,00:15:07.705,00:15:10.925
 ,00:15:10.925,00:15:11.935
 ,00:15:12.345,00:15:15.235
 ,00:15:15.235,00:15:16.585
 ,00:15:19.785,00:15:20.785
 ,00:15:21.205,00:15:22.275
 ,00:15:23.785,00:15:26.645
 ,00:15:26.645,00:15:29.675
 ,00:15:29.675,00:15:32.325
 ,00:15:32.325,00:15:35.135
 ,00:15:35.135,00:15:37.105
 ,00:15:37.105,00:15:39.705
 ,00:15:39.705,00:15:42.805
 ,00:15:44.615,00:15:47.635
 ,00:15:47.635,00:15:51.005
 ,00:15:51.245,00:15:54.175
 ,00:15:54.175,00:15:55.175
 ,00:15:56.665,00:15:57.735
 ,00:15:58.045,00:16:01.115
 ,00:16:01.115,00:16:02.445
 ,00:16:03.475,00:16:04.475
 ,00:16:07.195,00:16:09.325
 ,00:16:09.825,00:16:12.705
 ,00:16:12.705,00:16:15.495
 ,00:16:15.495,00:16:18.305
 ,00:16:18.305,00:16:19.575
 ,00:16:21.805,00:16:25.165
 ,00:16:25.165,00:16:26.415
 ,00:16:28.435,00:16:31.335
 ,00:16:32.985,00:16:35.635
 ,00:16:35.635,00:16:38.705
 ,00:16:38.955,00:16:41.945
 ,00:16:41.945,00:16:44.965
 ,00:16:46.195,00:16:49.085
 ,00:16:49.085,00:16:52.525
 ,00:16:52.615,00:16:53.615
 ,00:16:54.805,00:16:57.355
 ,00:16:58.295,00:17:01.065
 ,00:17:01.375,00:17:03.965
 ,00:17:04.045,00:17:05.065
 ,00:17:06.765,00:17:08.675
 ,00:17:10.715,00:17:13.085
 ,00:17:13.085,00:17:14.715
 ,00:17:15.195,00:17:18.195
 ,00:17:18.195,00:17:19.195
 ,00:17:20.465,00:17:21.465
 ,00:17:23.255,00:17:25.895
 ,00:17:25.895,00:17:27.665
 ,00:17:28.185,00:17:31.105
 ,00:17:31.105,00:17:33.925
 ,00:17:33.925,00:17:36.465
 ,00:17:36.925,00:17:37.925
 ,00:17:38.905,00:17:41.895
 ,00:17:41.895,00:17:44.895
 ,00:17:44.895,00:17:47.085
 ,00:17:47.415,00:17:50.385
 ,00:17:50.385,00:17:52.465
 ,00:17:52.805,00:17:53.805
 ,00:17:54.515,00:17:57.365
 ,00:17:57.365,00:18:00.225
 ,00:18:00.225,00:18:03.525
 ,00:18:03.565,00:18:06.405
 ,00:18:06.405,00:18:09.285
 ,00:18:09.285,00:18:12.275
 ,00:18:12.275,00:18:15.775
 ,00:18:15.845,00:18:19.005
 ,00:18:19.015,00:18:22.255
 ,00:18:23.015,00:18:25.265
 ,00:18:25.865,00:18:28.115
 ,00:18:28.115,00:18:30.505
 ,00:18:30.505,00:18:32.465
 ,00:18:33.755,00:18:36.675
 ,00:18:36.675,00:18:39.465
 ,00:18:39.465,00:18:41.085
 ,00:18:41.915,00:18:43.495
 ,00:18:45.865,00:18:47.405
 ,00:18:48.035,00:18:49.445
 ,00:18:50.215,00:18:53.285
 ,00:18:53.285,00:18:54.285
 ,00:18:55.155,00:18:56.195
 ,00:18:58.835,00:19:01.795
 ,00:19:01.795,00:19:04.695
 ,00:19:04.795,00:19:07.715
 ,00:19:07.715,00:19:10.575
 ,00:19:10.615,00:19:12.975
 ,00:19:12.975,00:19:15.995
 ,00:19:15.995,00:19:18.975
 ,00:19:18.975,00:19:20.255
 ,00:19:20.625,00:19:23.575
 ,00:19:23.575,00:19:25.775
 ,00:19:26.725,00:19:30.135
 ,00:19:30.135,00:19:33.335
 ,00:19:33.335,00:19:36.105
 ,00:19:36.105,00:19:38.875
 ,00:19:38.875,00:19:41.875
 ,00:19:41.875,00:19:44.465
 ,00:19:44.725,00:19:47.855
 ,00:19:47.855,00:19:50.665
 ,00:19:50.665,00:19:53.345
 ,00:19:53.805,00:19:56.735
 ,00:19:56.735,00:19:58.695
 ,00:19:59.455,00:20:02.385
 ,00:20:02.385,00:20:05.415
 ,00:20:05.415,00:20:07.265
 ,00:20:08.305,00:20:10.655
 ,00:20:12.035,00:20:14.805
 ,00:20:15.435,00:20:17.875
 ,00:20:17.875,00:20:19.655
 ,00:20:20.955,00:20:23.965
 ,00:20:25.735,00:20:26.735
 ,00:20:26.755,00:20:27.975
 ,00:20:28.535,00:20:30.565
 ,00:20:31.265,00:20:33.755
 ,00:20:33.755,00:20:36.765
 ,00:20:36.765,00:20:38.785
 ,00:20:39.315,00:20:41.915
 ,00:20:41.915,00:20:45.055
 ,00:20:45.055,00:20:48.155
 ,00:20:48.375,00:20:51.515
 ,00:20:51.515,00:20:54.155
 ,00:20:54.395,00:20:57.875
 ,00:20:58.185,00:21:00.955
 ,00:21:00.955,00:21:03.965
 ,00:21:03.965,00:21:06.825
 ,00:21:06.825,00:21:09.915
 ,00:21:10.215,00:21:11.295
 ,00:21:11.985,00:21:13.935
 ,00:21:13.935,00:21:15.905
 ,00:21:15.905,00:21:18.855
 ,00:21:18.855,00:21:21.395
 ,00:21:21.395,00:21:24.455
 ,00:21:24.455,00:21:27.375
 ,00:21:27.375,00:21:30.345
 ,00:21:30.345,00:21:32.355
 ,00:21:32.895,00:21:35.935
 ,00:21:35.935,00:21:37.175
 ,00:21:37.785,00:21:40.895
 ,00:21:40.895,00:21:43.325
 ,00:21:44.705,00:21:46.305
 ,00:21:46.815,00:21:47.815
 ,00:21:48.785,00:21:51.225
 ,00:21:51.225,00:21:54.105
 ,00:21:54.105,00:21:56.435
 ,00:21:56.435,00:21:59.755
 ,00:21:59.755,00:22:00.755
 ,00:22:00.805,00:22:03.835
 ,00:22:03.835,00:22:06.835
 ,00:22:07.125,00:22:08.715
 ,00:22:09.165,00:22:11.925
 ,00:22:11.925,00:22:15.285
 ,00:22:17.045,00:22:20.035
 ,00:22:20.035,00:22:23.075
 ,00:22:23.075,00:22:26.565
 ,00:22:26.955,00:22:28.875
 ,00:22:28.875,00:22:31.785
 ,00:22:31.785,00:22:35.265
 ,00:22:36.565,00:22:39.655
 ,00:22:39.655,00:22:42.145
 ,00:22:42.415,00:22:45.415
 ,00:22:45.415,00:22:48.435
 ,00:22:48.435,00:22:51.545
 ,00:22:51.545,00:22:54.635
 ,00:22:54.635,00:22:58.025
 ,00:22:58.395,00:23:00.865
 ,00:23:00.865,00:23:03.955
 ,00:23:03.955,00:23:06.225
 ,00:23:06.225,00:23:09.405
 ,00:23:09.405,00:23:12.295
 ,00:23:12.295,00:23:15.285
 ,00:23:15.285,00:23:18.145
 ,00:23:18.145,00:23:21.215
 ,00:23:21.215,00:23:23.255
 ,00:23:23.255,00:23:25.775
 ,00:23:25.775,00:23:28.395
 ,00:23:28.395,00:23:31.445
 ,00:23:31.445,00:23:34.445
 ,00:23:34.445,00:23:37.235
 ,00:23:37.235,00:23:40.285
 ,00:23:40.285,00:23:43.025
 ,00:23:43.025,00:23:45.805
 ,00:23:45.805,00:23:48.775
 ,00:23:48.775,00:23:50.875
 ,00:23:51.835,00:23:54.315
 ,00:23:54.315,00:23:57.135
 ,00:23:57.135,00:24:00.145
 ,00:24:00.145,00:24:03.145
 ,00:24:03.145,00:24:05.835
 ,00:24:05.835,00:24:08.935
 ,00:24:08.935,00:24:12.015
 ,00:24:12.015,00:24:13.985
 ,00:24:14.815,00:24:17.945
 ,00:24:17.945,00:24:20.785
 ,00:24:20.785,00:24:23.485
 ,00:24:23.485,00:24:26.345
 ,00:24:26.345,00:24:28.935
 ,00:24:28.935,00:24:31.005
 ,00:24:31.005,00:24:33.995
 ,00:24:33.995,00:24:37.175
 ,00:24:37.175,00:24:40.345
 ,00:24:40.345,00:24:43.465
 ,00:24:43.465,00:24:46.065
 ,00:24:46.065,00:24:48.565
 ,00:24:48.565,00:24:51.625
 ,00:24:51.625,00:24:54.595
 ,00:24:54.595,00:24:57.545
 ,00:24:57.545,00:25:00.705
 ,00:25:01.065,00:25:02.065
 ,00:25:02.825,00:25:04.445
 ,00:25:04.905,00:25:07.575
 ,00:25:07.575,00:25:10.615
 ,00:25:10.615,00:25:13.865
 ,00:25:14.035,00:25:17.125
 ,00:25:17.925,00:25:20.895
 ,00:25:20.895,00:25:21.895
 ,00:25:22.115,00:25:25.225
 ,00:25:25.225,00:25:28.365
 ,00:25:30.175,00:25:33.195
 ,00:25:33.195,00:25:35.875
 ,00:25:35.875,00:25:38.815
 ,00:25:38.815,00:25:41.705
 ,00:25:41.705,00:25:44.465
 ,00:25:44.955,00:25:47.625
 ,00:25:47.625,00:25:49.505
 ,00:25:49.965,00:25:53.185
 ,00:25:53.185,00:25:56.195
 ,00:25:56.195,00:25:57.195
 ,00:25:58.445,00:26:01.035
 ,00:26:01.365,00:26:03.955
 ,00:26:03.955,00:26:06.815
 ,00:26:06.815,00:26:09.785
 ,00:26:09.785,00:26:12.935
 ,00:26:12.935,00:26:16.035
 ,00:26:16.035,00:26:18.715
 ,00:26:18.715,00:26:19.715
 ,00:26:21.015,00:26:22.015
 ,00:26:22.175,00:26:23.065
 ,00:26:23.065,00:26:26.155
 ,00:26:26.155,00:26:28.885
 ,00:26:28.885,00:26:31.535
 ,00:26:31.535,00:26:34.255
 ,00:26:34.255,00:26:36.845
 ,00:26:37.465,00:26:40.155
 ,00:26:40.155,00:26:43.555
 ,00:26:43.575,00:26:45.775
 ,00:26:45.775,00:26:48.635
 ,00:26:48.635,00:26:50.025
 ,00:26:50.455,00:26:53.235
 ,00:26:54.075,00:26:57.095
 ,00:26:57.095,00:26:59.815
 ,00:26:59.815,00:27:02.545
 ,00:27:02.545,00:27:05.175
 ,00:27:05.175,00:27:06.275
 ,00:27:06.885,00:27:09.355
 ,00:27:09.355,00:27:12.065
 ,00:27:12.065,00:27:14.255
 ,00:27:14.255,00:27:17.165
 ,00:27:17.165,00:27:20.315
 ,00:27:20.315,00:27:21.315
